 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125, C126, C127, C128, C129, C130, C131, C132, C133, C134, C135, C136, C137, C138, C139, C140, C141, C142, C143, C144, C145, C146
0.89928,5.075305,4.119836,17.40047,3.270253,20.78545,1.249836,4.759719,9.829132,0.8339389,8.370927,3.159117,-1.216042,1.205513,0.1408668,9.529806,26.08074,3.8161,3.570736,1.795739,-0.3037875,-0.1402074,1.299411,6.810901,1.470717,3.080187,-2.397803,11.26101,7.933249,7.125428,5.936845,-0.104597,1.544025,5.410686,0.9614717,0.6126,4.54763,19.49253,-0.1851086,-0.7634544,0.1574435,-0.1926209,1.4856,-1.152574,8.323464,10.10018,24.75848,2.020725,5.022495,2.742845,4.532876,3.272802,0.5921994,8.19888,0.515007,4.324051,3.383272,1.825753,15.23173,6.566236,2.649781,-2.153924,-1.934183,2.081447,2.517675,2.64659,-0.6816642,0.9297763,4.041975,4.626123,2.141936,0.1024329,8.487785,0.4300763,6.685,0.9448858,3.263484,0.9179946,0.6505644,2.062114,19.18101,2.384724,2.32667,1.220668,5.707966,6.516856,6.017755,7.110015,7.897007,5.319065,-1.021444,0.8114473,2.73278,10.04907,6.325637,8.032814,3.145103,1.517924,0.5709426,0.5759314,1.847024,-0.5558119,0.9742812,24.19615,5.045412,5.394732,8.172116,3.991452,5.399333,11.48314,0.9056927,2.474053,3.921618,-1.883301,12.60711,6.05946,-0.1550921,1.962121,5.867023,-0.4370145,-1.719411,10.27856,5.661591,0.6695722,14.11364,3.024136,-1.164801,-4.0095,18.49148,6.785996,2.611613,3.421657,5.691494,7.193695,0.5142546,0.9741399,3.224277,10.13276,6.465426,2.819845,3.286412,11.50752,5.266955,5.764997,-0.8830446,31.96297,6.298851,19.06064
0.9992,5.397272,-0.08070008,16.28659,3.383226,18.51449,0.6185093,3.24059,12.00487,-0.7418601,9.463024,4.119324,0.1593587,0.4343361,2.615813,8.288781,26.94609,3.599617,2.471594,3.344377,1.25832,0.799056,-1.657347,5.264534,2.312488,4.874727,0.3539862,10.44738,8.25465,8.997059,4.034391,1.772422,2.497443,7.619914,0.744566,1.012037,2.955437,19.36407,1.501829,0.864023,-1.974537,-0.4395981,3.070659,0.6272759,7.234058,8.287631,24.69135,-0.08646581,5.945224,0.4563445,4.273788,2.404905,2.92675,7.976019,2.185666,2.236985,4.55477,2.739785,14.21441,6.272895,3.532551,0.08032037,-0.6132197,2.274982,2.590313,3.121087,-2.023013,0.1368687,3.993744,4.005263,-0.3872049,-1.801163,10.25944,3.525566,5.146108,1.601604,1.896317,1.477737,0.8627011,2.677448,19.08946,1.19137,2.588307,1.851749,6.557683,8.693712,2.680729,4.71824,9.317245,4.099231,-0.2617371,1.605285,2.713598,12.59853,5.551716,6.886242,-0.1917138,0.6511495,1.027319,-0.02405215,1.463934,-1.345792,2.287479,23.70654,5.745172,2.765813,9.272818,3.713969,5.572965,11.06964,1.399004,3.169946,4.330652,-4.866044,14.06363,4.752694,-0.8257136,1.253935,6.695521,1.082191,-0.6069219,9.522747,5.513572,2.343994,12.11216,4.612833,1.626747,-3.888526,21.6924,3.671354,4.660511,7.754946,6.125086,7.268853,-1.62485,-1.571676,0.6366759,9.12895,6.505308,4.289885,4.082011,10.87819,4.692591,4.646516,-1.02703,35.43983,6.239002,18.28228
1.09912,6.200638,2.677365,17.27044,4.983667,21.37307,-0.3417047,3.395214,11.47082,0.7793609,10.5734,6.693875,0.6999759,2.164072,2.602376,8.747071,27.2617,3.720687,2.617501,1.420521,1.831199,0.2097109,0.7777491,4.985764,0.01695996,7.153527,-0.7462894,11.5718,9.541429,6.754402,3.920779,1.004502,1.138482,5.666055,0.8528638,0.5800211,2.35552,22.38993,1.496157,2.32886,-1.019787,0.6659962,3.389454,1.330358,6.115556,8.323088,24.37246,-0.04132702,4.145515,1.130293,4.569774,1.898813,2.250053,7.823676,2.602843,2.933641,0.6679565,1.314554,14.42404,3.768162,2.48826,0.2146654,-1.65013,3.98871,1.227534,2.158391,-0.09631912,-0.4861117,4.624451,4.908188,2.393988,-1.350407,10.12079,3.276987,5.984956,0.824335,3.422982,0.1543693,0.3707834,3.150836,17.17566,2.552182,1.87706,1.200142,5.364042,8.139142,5.017587,3.240724,7.671351,4.546104,1.208157,2.567149,1.784958,9.599399,6.140662,7.570077,0.1052855,1.756279,1.846404,0.4903939,2.567097,-2.38542,3.1333,22.89718,6.336878,3.210246,6.559036,5.561996,5.397217,11.50212,0.8909675,4.013407,2.642995,-1.931871,19.37633,5.513866,-0.9791067,1.97607,5.665901,1.136337,-2.563061,7.608426,6.131648,4.756325,15.07011,4.410411,0.3073588,-2.341976,19.98686,5.133393,4.230174,6.291438,8.386436,5.943151,-0.2641452,-0.2879955,1.596301,10.2255,5.770812,3.247999,2.968788,10.9187,4.290043,3.428777,-1.136979,34.35889,5.886448,17.54164
1.19904,3.951555,2.967971,16.7165,4.707706,22.0907,0.9771972,0.9703572,9.088266,-2.310982,10.33971,3.143296,0.4556243,1.90565,2.388709,8.186287,25.83395,3.744955,2.106959,-0.1261307,2.35563,0.01516074,2.417219,5.100823,0.8236669,7.019202,1.072306,8.480625,10.13502,7.978662,3.588003,0.4216284,2.362183,5.040159,0.4192044,3.095723,4.235216,21.28567,0.4073252,0.3953827,0.8927732,0.5123331,1.748628,-0.1430164,8.196099,10.06029,25.08588,1.355698,5.526423,1.548191,3.127102,2.978333,2.781461,6.270255,-0.8147268,0.5141158,3.823705,2.361008,14.26135,4.698776,2.642042,-2.0511,-3.122465,3.770305,0.9614729,1.077564,0.3475228,-1.583175,6.187407,2.920675,0.5310094,-2.732154,12.71722,0.8005415,5.005154,-0.1258808,5.28997,-0.6957337,-0.48521,2.674279,18.05786,2.137294,2.042298,2.045088,5.148528,8.598897,4.167921,4.011564,7.940525,2.615543,1.34111,-0.6278111,2.731489,13.32821,4.901891,5.091999,4.554263,1.206848,2.401539,1.988603,3.313952,-1.185357,3.062381,21.28694,7.47781,4.531823,8.270517,3.254116,4.018743,11.62513,1.316042,3.183442,4.184184,-2.518697,17.40841,6.924551,-0.6239344,2.371091,9.783383,1.220633,-1.476197,5.65874,5.407499,4.018881,13.98315,4.174016,1.730994,-2.827883,22.75403,3.800857,4.918049,6.386666,6.319157,6.078921,-0.7944574,-0.8512322,1.318696,8.476854,4.774405,4.348264,2.281754,11.25044,6.652393,3.667358,-1.26511,36.66229,5.552031,16.83685
1.29896,3.076552,-0.1186893,15.86047,5.772093,23.27407,0.03479086,1.498976,10.52669,-2.627326,9.05423,3.6593,2.749115,2.880447,1.373024,5.501819,24.90951,3.27113,1.030349,0.3157209,0.57613,-0.3971592,2.972016,5.611214,1.628818,7.750043,-0.1337996,10.63773,9.228765,5.37995,3.03359,0.5623572,2.168883,3.85631,0.2941953,0.7054916,3.2284,20.54092,1.875596,0.7794004,0.8258302,2.700329,1.060929,0.6036375,5.867942,16.18646,26.30111,3.689438,3.106699,2.16801,2.815278,2.696021,3.062808,4.76084,-0.7842187,1.925881,3.053498,2.979845,12.74975,6.552207,2.946537,-1.389446,-0.8721722,1.777303,1.60922,3.606668,1.165807,-1.690607,4.567162,4.186707,1.657128,-2.231809,12.21445,1.65126,5.385824,0.3347421,1.824484,-0.1135986,0.1835495,2.313716,16.8245,1.694253,0.4491948,0.299462,4.443871,9.100368,4.394508,4.228265,6.423119,3.750749,2.010497,0.01223032,1.455983,14.27211,4.814495,4.67135,5.189589,2.357825,2.604572,3.196856,3.398523,-2.177527,-0.6868396,23.96691,4.867483,2.336446,5.940612,3.760163,7.395398,12.38984,1.252784,4.889434,4.401658,-4.784339,16.95546,6.771444,-2.127475,2.747375,7.548045,0.1311748,-2.442461,4.566538,6.500186,2.51129,14.3751,3.882125,1.825158,-3.396675,22.01423,4.227548,2.713809,7.464479,7.67548,4.729891,-0.9986178,0.8527944,2.009489,6.873139,7.089131,4.654114,2.510741,10.88974,3.049854,5.275362,-1.257587,35.33498,5.234817,16.16619
1.39888,5.614286,0.8102422,14.79685,6.795049,24.95159,-0.2549756,1.194887,11.26446,0.1645918,9.861196,3.874634,2.279439,3.145576,1.834663,9.303528,22.91742,3.185395,2.009006,0.7030588,1.692752,-0.9853367,0.2925963,4.18759,1.24072,4.784051,-0.3412336,9.368994,9.024549,3.945522,3.742723,1.73979,2.931921,5.465361,-0.2262359,1.411901,1.854157,19.49496,0.6250309,0.2029616,-0.6056701,0.3933171,3.385157,1.745274,9.720615,18.9325,26.32121,1.541932,4.200154,0.8274732,5.973616,2.021892,2.164465,6.176126,0.04810024,2.217032,4.105407,1.9443,13.46731,6.680712,-0.2581787,-0.8740051,-1.875989,2.468991,2.385937,1.658229,1.572068,0.05600435,3.428253,1.899907,3.770835,-0.5470938,9.564871,0.6155685,7.420971,0.8798881,4.645012,-1.250978,0.7137739,1.441971,13.94007,1.591369,3.229901,1.377028,0.7375192,5.426741,1.126035,3.188376,8.007886,4.681403,3.292621,1.350716,2.057647,13.84617,5.241008,5.139585,11.05984,2.305317,2.896517,1.662279,2.570229,-1.083976,0.6899028,23.83796,1.810595,3.901218,6.899619,2.963889,4.628727,12.90083,2.170726,4.950086,6.566005,-3.16691,14.5276,6.803405,-1.969207,0.5861766,10.73801,-1.01035,-2.282726,6.38477,5.42997,2.829425,12.01957,5.659568,4.861248,-2.316936,21.4757,4.160988,4.918931,5.570628,6.483092,6.667035,-1.428134,-1.23998,2.188741,7.695153,1.879993,2.981625,2.627045,10.45925,3.934768,4.438291,-1.37818,34.06612,5.095356,15.528
1.4988,3.129156,1.679928,16.74937,6.995313,27.77702,0.2256897,-1.540161,12.49424,-0.8162329,7.164751,4.082165,2.626392,1.535164,1.777837,7.870588,23.01718,2.583895,0.594194,-0.8511124,3.05853,-0.1751931,1.756842,6.301353,1.218426,3.992742,1.267208,8.729416,8.776454,6.96745,1.881478,1.857004,3.870048,3.084471,0.04461589,1.150362,2.765702,19.42198,0.5804484,0.0945651,-1.13857,-0.6425663,2.814352,-1.207092,8.637217,22.23265,23.37575,3.637225,4.025031,1.802107,6.391805,1.34666,2.753415,5.847035,-0.5804647,1.83983,4.645124,2.518401,12.8658,8.330384,0.6742458,-0.9062876,-0.4183788,3.97201,2.779665,0.7961898,3.848451,-3.204023,4.933825,3.34888,2.798049,-0.4223032,11.11396,-1.94426,4.431198,-1.011402,3.589227,0.564751,0.612341,2.639161,13.14797,1.484774,3.349959,0.9255815,2.091766,7.351669,2.579564,4.018896,7.94218,3.346596,4.190539,0.1369668,2.603414,16.41423,3.44447,4.486954,15.90613,1.202378,0.3157313,1.450532,2.842196,0.731321,2.012832,24.90261,2.425086,1.292234,7.358685,1.250982,5.489259,11.67505,1.333816,5.508681,3.616701,-2.652803,13.49821,7.541074,0.1813492,2.35709,10.13315,-0.433251,-1.897914,7.546295,6.06342,1.989917,11.87798,5.18418,2.397822,-5.974323,24.87842,6.252016,4.639383,5.737302,5.3808,7.229399,-0.2783116,-0.1681967,1.368317,9.088592,4.442031,3.039401,2.428515,7.918911,4.781078,3.37025,-1.491245,33.42489,4.801805,14.92068
1.59872,4.310707,1.320526,14.20518,7.024196,31.3034,-1.281435,0.3738001,10.21924,0.7288147,8.964986,4.934581,3.430566,3.337837,0.9270642,7.474661,22.3116,3.143465,0.9394736,0.06838652,-0.2646357,-0.2655936,-0.8120876,5.202785,2.983883,3.798928,0.8536112,9.237641,8.703155,6.517412,1.805812,2.599073,1.504659,3.089985,1.337338,2.044405,1.93966,19.36905,-0.05914936,-0.3306621,-1.469867,0.4404544,2.246828,2.132609,8.15312,24.17258,24.19722,3.711909,2.865575,2.011871,7.356756,2.535079,2.867128,7.179286,0.1909219,0.9058053,4.606968,3.141586,12.52578,7.646568,0.3778297,-0.1752617,0.7275574,1.993924,1.463508,2.121067,0.256378,-0.7082103,6.079268,1.426724,1.893604,-1.337436,8.671494,2.290825,6.089087,0.8656325,2.509595,-0.6172141,-0.218714,3.063631,14.25713,3.294973,2.205383,1.596546,2.546989,7.284708,3.346925,2.053413,7.560423,4.746105,3.880283,1.631502,2.082516,18.27792,5.075474,6.609415,22.7148,0.9011883,1.096793,2.780662,3.830795,-0.3838438,0.8442064,23.31283,1.01712,2.843542,4.290436,0.2030614,5.616728,14.29375,2.214232,5.30212,4.526202,-1.249563,14.10708,8.060477,1.157915,0.4639244,9.023732,-2.141485,-1.674974,4.634747,5.999606,0.7026145,12.27689,5.824264,1.322622,-3.34575,25.86968,5.75406,4.001633,3.76019,5.002183,7.15748,0.1373589,0.09908832,0.435901,7.889508,5.134851,0.9293576,1.43871,9.414359,2.411066,5.70612,-1.597252,34.23135,4.537459,14.34275
1.69864,1.563286,1.818585,16.3294,5.418939,33.10867,-0.01694644,0.4267086,11.80631,0.2735103,10.33054,6.672263,2.241264,2.566072,1.446064,7.102239,21.30976,3.624797,3.116729,0.144757,0.4147758,0.3811089,1.270521,6.030591,1.8555,4.573484,-2.499642,7.862898,7.658408,6.69698,1.826076,2.226678,3.079162,7.338394,-0.9437701,3.310294,2.249485,20.33977,-0.5643653,-0.8002827,-0.6049646,-0.07931564,0.9344778,-0.04450189,9.316231,24.68093,26.8949,3.580436,3.602293,1.528908,5.451637,3.727673,1.760274,5.743737,1.125402,0.3995443,5.728607,1.343433,11.15516,4.861585,1.788612,-2.126157,-0.09523698,3.869079,2.14664,1.835524,-0.1084501,-1.741591,3.833988,2.236952,2.425874,-0.8696485,7.725537,0.6424234,7.994071,0.3829755,3.127567,-0.09548084,0.789297,2.062609,12.14495,4.016969,2.368153,1.869445,4.358869,6.188863,2.939189,2.735434,9.500504,5.158453,4.135112,1.969947,2.299899,22.60135,4.895936,5.448012,27.64368,1.415287,1.901595,2.64062,3.547643,0.9452309,0.2888394,25.43948,2.589115,3.384814,4.898938,3.446498,3.783976,13.09545,2.167754,6.64268,6.261911,-3.724706,11.85478,7.246069,-0.6576298,-0.5715734,10.74547,1.036551,0.4677175,3.627909,6.902742,2.10702,11.67072,6.085907,3.749745,-2.744314,26.25394,4.931315,2.667933,5.840468,7.153973,8.6885,0.3681157,0.4068329,-0.6330315,9.880931,2.731418,1.183253,1.162452,7.797276,3.136383,5.236512,0.2646096,35.57852,4.272608,13.79276
1.79856,3.159039,1.009009,16.69511,4.117034,35.87677,1.962093,1.233366,10.4949,1.550688,7.803364,3.565902,2.870424,2.15444,-0.7450313,7.063879,20.62774,4.153967,2.765465,0.8315262,-0.5086796,-2.138119,-0.2056396,5.989147,1.585691,6.531466,-0.2401453,8.181744,7.055199,6.418899,0.2389162,1.124222,0.9044312,7.09574,0.338428,2.421,3.455963,19.89842,0.2468904,-2.003621,-1.165325,-0.4245881,2.066004,0.7273837,8.239882,26.61747,25.69294,3.234488,0.4515125,0.4377975,5.848545,4.703165,-1.304123,4.868224,1.944724,0.6430843,7.292109,1.201804,12.6967,6.248908,0.6234632,-2.218705,-2.828506,2.344677,3.465967,-0.150944,-0.1001411,-3.116132,5.934376,1.064831,1.465086,-2.054046,10.08825,-0.2194384,5.977821,-0.05566215,3.768786,-0.002865984,-1.068534,2.994487,10.84208,2.976357,1.883147,-0.5900408,3.433364,8.545488,2.891933,3.964245,5.686467,2.889565,3.554393,1.011993,2.089463,25.71416,4.533598,5.203316,32.36293,1.279195,-0.3116247,3.334433,3.887572,-1.038413,-0.1405481,23.62158,4.961861,0.5492593,6.381333,0.8316491,4.549136,13.71242,2.522907,4.550212,6.498274,-1.956784,11.69431,9.502839,1.550738,-1.291199,10.63093,-1.648078,-1.03634,3.068217,8.120968,0.07748543,9.715984,6.235219,1.141061,-4.177111,26.64026,3.280148,4.390632,4.688524,6.542014,8.227903,-2.359377,-0.738342,-0.07755899,8.02578,4.309309,0.486633,1.808548,8.278044,3.870558,5.88861,0.05815868,34.35485,4.021372,13.26938
1.89848,3.868514,1.925396,16.50616,5.653437,39.15359,0.08261699,-0.3853353,8.986444,0.7417121,6.756521,3.271936,1.984025,2.894585,0.9568769,5.857804,23.76441,5.066179,2.083821,0.7115352,0.8202389,0.1730449,0.1554303,5.989469,1.118124,6.630105,-1.101777,7.73835,9.580255,3.303208,0.2552603,3.540076,3.463873,6.5412,-0.3960546,3.532112,1.591554,21.02622,0.385212,-1.54059,-0.4007777,-0.1763822,1.564044,-0.5054491,6.369682,26.64578,23.42034,2.903883,1.520152,2.515305,4.673407,5.795106,-0.5354522,6.244302,1.877046,0.2927033,4.630292,0.2439298,12.61852,5.194321,0.2800084,-1.76961,-1.999646,4.243839,3.708338,3.50326,1.126863,-2.349902,5.87883,3.77771,3.766145,-0.03156069,7.584022,0.145946,8.094053,1.086643,3.178054,-0.2130274,0.7747861,3.684229,11.32845,1.408854,1.65732,-0.377579,3.773979,7.266243,3.271928,3.067068,6.202905,4.389464,2.782192,0.8711323,2.38063,31.05901,4.295674,6.93559,40.74969,0.8501104,1.361591,2.927244,5.428684,0.9319323,-1.422036,24.05906,6.931329,2.673862,4.356422,3.220583,4.023312,13.19335,2.315754,4.543269,3.956411,-5.078478,10.26546,8.718042,0.34544,0.01008078,10.87051,-2.42281,-0.3555023,2.90337,6.2514,2.147987,11.304,5.296033,2.714187,-3.745091,28.69921,4.908172,3.30072,5.008923,5.832498,8.586085,0.2852596,-1.650267,0.1065694,9.60562,2.438211,0.1184519,1.020768,6.040001,2.618698,3.806887,-0.144389,35.32867,3.84404,12.77129
1.9984,2.528497,2.097668,15.90509,6.171815,38.56562,-0.7475195,1.151075,10.28445,0.7602208,8.136806,4.670355,1.644512,3.44344,1.492076,7.060308,20.2046,3.805292,2.62066,1.347738,1.148851,-0.7874898,-0.4792388,7.355801,2.539127,7.687582,0.1998448,7.252275,7.926553,5.398071,-0.4410584,4.592875,3.713845,5.686971,-0.5341177,2.541496,1.602434,20.54645,0.520009,-1.79903,-2.513947,-1.839219,2.20374,-1.318935,9.118402,24.2192,24.45119,2.334204,1.041729,-0.1255434,7.202861,5.675828,2.151675,5.037104,2.560672,0.3473464,5.713459,2.552136,12.91141,3.438214,0.9694806,-0.7655929,-2.233757,2.953301,3.681911,1.257528,0.2098434,-3.335268,6.911801,2.378158,1.701634,-0.9766684,6.443312,-0.3959129,9.65263,0.6147593,5.222646,-1.414427,-0.148964,4.922336,13.22198,0.9925796,2.999009,-0.05527564,4.150465,8.640863,1.732319,4.50279,5.990386,4.846972,0.5129181,0.01948452,2.371252,34.58245,3.572521,4.767828,45.15427,-0.1422028,0.6565538,4.346839,6.370874,2.310306,1.363386,23.5755,10.33426,1.47973,5.431368,2.257439,4.018524,14.25434,3.6299,4.875638,4.625103,-3.910919,10.60809,9.47912,0.576229,1.247562,11.7832,-2.857397,-0.8944607,3.506464,5.600675,0.8392793,12.35381,6.658831,1.556291,-3.794532,28.24677,6.615054,4.527057,5.15383,5.947685,5.820061,-2.393205,-0.9743816,0.8398274,7.351264,5.74194,1.532868,-0.12748,5.800409,3.947999,7.390851,2.036987,34.52617,3.723702,12.29727
2.09832,3.114088,-0.5836749,17.33654,3.947424,39.38358,-0.4222048,-0.3651136,12.27979,0.3406306,6.558029,4.051729,3.593382,6.261456,1.658053,10.03983,20.91118,4.248323,2.811018,0.5774952,1.217832,0.2459939,-1.178226,5.567848,2.083495,8.430211,0.062184,7.91947,8.732678,6.413069,-1.015749,3.90188,3.703792,5.5535,-0.3271969,2.730808,0.2402781,21.06037,-1.126908,-1.543689,-2.473727,-0.8281695,-0.01812381,-0.6799662,7.214941,22.45629,23.71776,1.144893,-0.1263952,2.273746,5.31406,3.027318,1.901321,5.450655,2.618759,-0.09357086,4.632132,2.044261,11.07275,3.92403,-0.4645164,0.2893434,-3.016292,4.478703,6.352532,2.488547,0.01688077,-3.012947,7.689414,2.248929,2.231526,0.3119285,6.806178,-1.830593,7.30477,0.2031998,4.423154,2.432945,1.983073,1.114983,13.72774,1.978312,2.19262,-0.7748279,2.702877,8.741532,1.670593,2.800013,4.864516,5.992269,4.160332,-0.4764644,2.564948,37.4369,3.536819,5.538249,48.79687,0.2848659,0.9405229,5.23612,7.735607,2.35671,-3.189218,24.54495,14.95519,2.125983,2.630587,2.273401,3.286005,13.93871,2.860106,5.113896,5.648611,-2.545378,10.77802,7.952875,1.474801,-0.4670998,10.05086,-0.4049516,-1.654448,3.273003,6.664995,2.622688,11.04231,6.329607,2.244153,-4.508502,28.20634,4.602726,4.189091,4.967805,7.003747,6.918042,-0.624094,-1.507675,0.1683553,7.400007,4.472783,2.670527,-0.5672579,6.957099,3.706239,5.783484,1.711494,33.29327,3.500855,11.84616
2.19824,6.340206,-0.6482386,16.5658,6.060645,40.49589,0.4586343,-0.9972851,13.25683,-0.4005108,8.589731,3.636792,3.270142,4.789021,1.809053,15.81065,18.82723,3.190298,0.8755324,0.574089,0.8196902,-0.5010121,-1.809154,5.490806,2.449625,8.216303,-0.36134,8.090067,7.492112,7.019082,-0.5005785,2.288173,3.707687,6.74675,-0.9357511,0.5637871,2.589558,21.26604,-0.9500436,-2.428261,-3.545205,0.6346365,0.2695027,0.4505352,6.855777,20.78193,25.23661,-0.7225651,-1.435886,1.153721,5.437067,2.680284,3.452458,3.429588,3.922967,0.4255512,4.798431,3.340241,12.04346,4.434076,3.152159,-1.129347,-1.306769,3.458721,9.094827,1.709071,0.01048137,-4.387544,5.077098,1.428061,0.5601393,-1.221663,6.43544,0.7330571,6.216146,0.2389484,2.584383,-0.2396666,0.4975162,3.375517,13.7587,2.691583,1.27621,1.646043,2.022192,7.635324,1.084927,1.960916,7.017401,6.405789,1.882746,1.0686,1.622505,41.48421,4.273768,5.223438,52.50846,-0.7525461,1.288119,4.653766,6.007557,1.905177,-1.989771,23.42424,14.47673,2.774059,3.292981,2.073753,3.714287,15.94412,3.247469,5.134697,4.81393,-5.830063,10.92163,9.923909,0.4053443,1.418251,9.64914,0.7225252,-2.742177,3.422665,4.986164,2.445149,10.50361,9.051313,2.505827,-5.625363,28.02515,4.073002,5.218374,4.762347,8.639322,5.092867,-2.16225,-1.630381,-0.1094247,7.02171,3.005887,1.800859,0.4714125,6.325148,3.031216,5.358334,4.33129,32.45055,3.596537,11.41684
2.29816,6.817478,0.08043285,20.82745,4.811995,39.11041,-2.957589,-2.892,13.93209,-1.693014,7.487278,2.195885,2.857541,7.932456,1.120103,16.86411,19.25978,4.08187,-0.3190618,2.4909,0.9760561,-0.9191589,-0.4928417,7.85738,4.063249,8.815191,-0.5885381,5.877569,9.047503,5.882398,0.5243219,3.317222,1.706462,6.380814,-1.117661,2.0104,3.216266,18.43523,-0.4572767,-1.860452,-0.8639946,-0.8199676,0.3372896,0.2948443,7.101518,20.65431,25.04977,1.691352,-1.24605,2.242439,5.89278,1.20926,2.139255,6.930432,3.809317,0.5838883,4.605968,2.656756,11.3096,2.753139,1.57777,0.1915937,-1.157474,4.758317,9.5888,2.461678,-1.300822,-5.366934,5.836793,0.4424983,1.985629,-2.730671,4.657263,0.1573236,3.762607,-0.7089263,3.846566,1.055085,0.12139,4.117124,12.25723,2.547912,1.141409,-0.7486175,1.739105,6.833203,2.151947,3.793725,4.867453,6.342892,1.563564,0.2720517,1.843757,40.98394,2.904032,4.541904,54.45059,0.811066,2.567692,5.810015,5.857166,0.08335054,-2.446909,22.88945,15.36082,-0.2813723,2.361512,1.607918,3.772976,14.43606,2.857873,3.367528,7.539643,-1.365075,12.04871,8.184438,-0.8706088,1.21802,9.108283,1.778503,-2.347231,4.490037,3.091265,2.429336,12.09925,6.624662,1.900318,-4.378946,31.83809,4.176848,4.93212,3.245036,5.359526,5.481431,0.081384,-0.8063035,-0.9332367,7.28001,4.722625,1.645974,-0.3790614,6.832597,2.709613,5.8385,14.39476,31.30884,3.380522,11.00824
2.39808,6.7299,1.620887,20.75873,4.243311,39.49572,-0.9764562,-1.360779,12.71971,0.3766118,5.222613,4.022424,1.643053,4.428547,1.53331,17.62659,19.99258,4.37002,1.884691,0.6663654,-0.2541648,-0.7334524,-0.4318959,8.364956,2.921705,6.939877,1.463233,6.047598,7.020028,8.797917,-0.3283457,4.066911,3.289634,6.149416,-1.217171,2.233388,0.6008945,20.90115,-0.3915348,-1.75163,-2.149199,-0.3345105,2.016259,-0.03478506,7.394758,18.89779,23.75337,0.9764182,-0.868077,1.416778,5.872201,1.599249,2.394493,4.113862,3.779893,1.662908,1.814925,2.414426,12.41014,1.390707,0.7959117,2.041516,-1.792985,2.610426,11.055,1.177851,0.4127325,-4.568632,6.952067,4.289436,0.5619615,0.1634528,5.619222,2.012429,6.482562,-0.293954,6.315711,0.06607693,2.025997,4.414203,12.96612,2.362721,3.00593,-0.4483974,2.698519,7.10403,2.907452,4.042986,5.099568,6.602814,0.7569687,-0.3972775,2.804831,39.87559,3.893534,4.237392,50.60034,-0.4357511,1.672345,4.505909,7.002668,0.8545904,-1.156186,21.80259,12.89771,-0.4261438,7.191651,1.879309,4.479108,14.00397,2.767568,3.714682,7.748435,-2.915704,12.4908,9.597597,1.847503,1.194043,7.840341,1.14689,-2.475658,3.605064,4.364918,1.376673,12.43915,9.509007,2.899044,-4.509799,36.20566,3.959968,4.222177,3.35213,6.221066,4.16694,-2.664315,-1.894194,0.9838245,5.752635,4.946167,1.429978,-0.6212572,7.278205,5.630282,6.269958,13.89657,30.96923,3.175589,10.61938
2.498,8.054759,-0.2159033,21.93362,5.490194,40.44565,-1.311077,-1.938227,13.63476,0.1778268,7.243404,6.299159,3.854311,6.069652,2.151213,18.21813,18.06869,3.671541,0.1970822,-0.1545336,-0.9520753,-2.143554,-1.125916,8.68369,4.773377,6.693851,3.453275,5.533548,8.867351,5.750779,-0.612633,4.402573,2.425864,6.767056,-1.375916,2.488843,0.7215791,18.58006,-1.324783,-2.837551,-2.646849,1.240751,0.3340591,1.336431,7.824517,17.94708,23.79093,0.7387849,1.696707,1.629534,5.174243,0.8512263,0.3554997,3.871283,4.309682,0.8552888,1.482465,2.171582,14.36531,2.501885,-0.1106017,1.408535,-1.668352,3.897861,11.3598,1.697388,-2.340037,-4.496622,9.546668,2.477323,1.739998,-0.5106423,5.666841,0.1575728,5.690498,-0.5262892,3.025087,2.724576,2.244822,5.58109,13.0403,6.317225,2.108261,-0.07907541,3.105783,8.631742,2.846177,3.675447,4.564201,5.859813,0.002327037,-0.1660055,2.057668,38.57843,3.256819,4.362929,46.93348,-0.02257247,4.105667,4.9919,4.957474,1.895755,-1.49061,22.17821,12.37921,1.607298,5.832603,1.656683,3.165478,14.42859,2.44154,3.694645,8.13522,-4.964056,11.53097,8.894208,2.510462,2.018757,7.818985,2.528691,-4.090054,3.992754,5.119137,1.744348,13.60714,7.831353,0.9215271,-2.453645,40.1758,3.677187,4.061719,2.536311,6.753286,4.14052,-2.727205,-1.341332,-0.1893654,7.300475,2.708637,0.5844274,0.117615,6.33007,3.840052,7.605266,13.26607,31.10752,2.981169,10.24929
