 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124
75.23976,1.07664,-0.2380791,27.73058,4.103348,18.02496,0.05539217,3.701623,2.714132,5.5428,0.9238137,1.300596,1.555301,3.720998,2.497388,21.73443,12.75451,0.7534788,27.87582,3.157517,-0.295945,2.216275,0.7006361,8.308056,0.9444237,4.642272,-0.6654729,2.104639,0.9534039,9.612821,12.17392,2.060026,19.0677,5.249472,7.682791,15.92092,17.55476,2.672157,11.02197,9.321459,26.62209,9.814865,20.68877,-2.263957,14.43763,2.448816,-1.093374,2.177219,4.453615,30.87291,0.9101483,8.688452,3.39168,14.05449,3.982126,1.681963,2.824257,3.242725,29.39724,4.22328,1.219503,-2.411132,1.161638,6.56958,2.44164,-0.8810945,11.38178,31.67919,0.6329621,12.79594,3.533802,-2.265479,3.116067,-0.4049605,14.68387,3.416991,-2.021422,4.95627,3.079413,5.505607,4.602863,1.48026,7.503886,3.002148,6.037541,2.042705,2.094694,0.5079933,7.780144,3.463154,9.321959,64.53079,2.934945,-0.4583567,6.228667,1.490368,1.079718,2.291425,7.863253,13.85015,12.62889,6.519846,11.99429,2.978163,-3.049116,1.395188,2.462862,13.17531,4.755609,2.660191,5.59295,29.21087,13.40819,9.758821,6.614235,-0.02405765,1.246554,0.9016196,0.1104746,34.14288,2.073159,37.53616,8.813004,8.074358,6.517487,10.63834
75.33968,1.755484,-1.237074,25.30019,5.329721,16.32975,0.3320507,0.2985035,1.682817,5.54045,0.6931895,1.647462,0.2281193,-0.9320893,2.283418,30.38975,12.56496,1.487715,28.08489,2.222021,0.7977681,3.610521,0.4685389,7.117742,0.4481303,5.410079,-0.8945835,1.7675,-0.2601826,9.306388,13.10372,0.7404964,17.67171,4.027252,8.358789,15.90451,19.06715,0.976387,13.11265,7.465115,28.43183,10.15392,19.29227,-2.56285,11.89577,4.051683,0.915334,0.9729106,2.752782,28.45716,-0.4941769,14.13215,-0.9523837,13.61056,6.218455,1.597596,5.586682,1.848817,29.09138,5.290269,3.131672,-2.18972,1.37674,5.907547,2.825133,0.4685121,14.35976,28.33926,3.621467,12.35498,3.771636,-0.8560587,2.161507,0.2891634,14.25296,2.784283,-1.232776,3.162518,4.479153,7.323623,2.311671,3.247973,9.166369,3.884035,2.174145,1.755641,4.380668,-1.555486,8.417492,2.161466,8.101459,64.10892,1.583848,0.9946423,3.200269,-0.6952125,0.001477965,0.9564425,6.501965,12.47145,12.96659,8.230679,11.74778,1.087832,-3.917624,0.7111797,0.4476884,10.18035,4.266408,0.4829877,5.745565,30.15432,18.78176,8.364081,4.102785,0.2654644,0.6034861,-0.1787375,-0.6141343,32.91459,1.708877,34.06725,8.184532,10.38803,6.376903,10.62728
75.4396,1.473891,-0.8457938,25.85607,3.890121,17.0048,1.102784,1.993905,2.178153,6.052334,1.459547,1.318333,0.2284935,1.649052,2.772464,36.29854,9.465316,1.895128,29.74994,2.148452,0.1684464,3.692092,0.7212226,8.613319,1.216251,4.314459,-0.9595938,2.204267,0.8822765,10.42762,12.0985,2.465159,16.67368,4.227995,6.309525,16.78874,20.57523,0.5371355,11.27833,9.44871,28.67605,9.504234,19.34792,-1.72683,11.99322,1.354546,-2.024971,3.536581,2.829338,30.14637,0.05107014,16.15814,2.53092,10.31292,7.329096,1.187268,5.740012,1.926657,29.73372,6.808392,2.515614,-3.336608,1.852442,6.007308,4.69374,-0.363452,13.05478,29.30873,1.784451,13.00504,4.569366,-3.120523,3.676116,2.941274,13.8426,1.255232,-1.635719,4.603138,4.811318,6.623661,2.291527,4.017771,6.357091,3.89567,4.154536,2.095437,2.487282,-0.3607702,7.079988,2.350363,6.519015,63.05437,1.363503,-0.2864181,2.496907,-1.735139,-1.139224,1.528265,6.790653,13.27133,14.03296,6.55385,12.53787,0.6256504,-2.641541,1.920028,4.501737,9.696702,4.576835,2.960194,5.770677,27.59413,20.13312,8.828536,3.020979,2.201636,2.586557,1.158822,-1.256062,31.74053,3.972014,35.9855,8.409636,10.99418,6.243802,10.61672
75.53952,2.754584,0.4618207,25.69191,2.184786,17.971,0.290419,2.297332,-0.1644051,7.132333,3.450836,0.9219036,0.1362542,1.662639,2.552415,39.90619,10.74032,3.56291,29.5868,2.616696,0.0599653,1.184994,1.683933,9.328231,1.680776,5.06941,-2.717818,2.612893,1.165062,9.892759,10.46381,1.540108,16.7002,4.222745,6.905727,17.68594,21.07512,0.9558859,12.66579,9.582885,27.48919,7.680817,19.3425,-2.782724,15.33495,1.359103,0.9233434,2.085846,3.111971,29.16706,-0.4152816,17.71893,1.555353,10.81727,8.930314,2.4727,3.109088,1.977779,26.90626,7.206607,1.887142,-0.5662276,0.6056156,4.173403,2.803987,0.7524908,12.01852,29.19392,1.406359,10.67691,4.001182,-1.083936,2.394572,2.464015,13.4518,2.576949,-1.534224,3.9743,4.758596,7.708932,3.7407,3.048196,5.289616,4.218598,3.581358,1.70698,1.957972,-1.956282,5.813331,4.115476,6.335536,62.01555,2.81491,0.973016,3.443481,1.118597,0.3205419,1.097548,6.013913,10.99847,13.31941,4.7794,11.7257,0.31789,-1.126219,-0.3561599,1.04315,9.720115,2.923541,0.8731697,4.987006,29.3269,20.05642,7.547414,3.471512,0.9136324,1.963569,0.2328137,-0.007271359,30.6183,2.333295,35.72934,7.802742,10.7313,6.117788,10.60663
75.63944,0.7988353,2.687637,23.74022,3.788549,17.36761,0.4956867,1.345491,0.4803126,5.700743,1.15898,1.510025,0.01076652,1.37358,3.211226,40.36386,8.05512,0.9601969,30.64459,2.443084,-1.836015,3.237827,0.3833113,7.662256,-1.453814,4.906675,0.1486511,1.136931,2.070606,10.49105,9.784066,1.103673,17.55743,1.814007,7.458778,17.56618,19.36528,2.061792,12.69673,9.200974,27.5635,10.10794,16.88557,-2.733399,15.08013,4.478054,2.725569,2.80689,0.6089353,30.29935,0.2294408,14.83418,2.800355,9.153404,6.579582,2.252317,3.229742,3.166073,28.17096,6.252388,1.294376,-0.2741898,1.625958,3.098065,3.815285,0.5455686,12.33272,29.96011,2.649802,11.82903,5.582042,-1.913731,1.295308,2.556276,13.07964,3.204501,-1.150584,3.714267,2.923011,6.351454,3.922626,3.665417,5.966341,1.633951,1.928924,2.341533,-0.01971517,-0.06596371,5.347716,2.769828,7.610517,61.69516,0.7847062,0.1119945,3.760713,-2.352128,-0.4712197,2.39489,6.74208,12.79764,13.99928,5.89704,11.43105,-1.003826,-0.1930349,0.4326262,2.429614,8.940531,3.360338,2.565064,6.152624,27.64238,19.70574,8.325226,5.583607,2.762594,0.2570869,0.2217822,0.8019794,29.54562,1.151649,32.10687,10.54045,10.47971,5.998479,10.597
75.73936,-1.025385,1.70887,24.94698,2.416525,18.99056,-1.386602,0.9648119,1.001785,6.536197,1.038167,-0.002763744,0.5296657,0.4075269,2.496994,40.505,10.33681,2.225769,28.46122,1.206331,-0.5312666,2.693005,1.310336,6.574313,2.535594,5.444209,-2.048171,1.390396,0.2351308,10.25975,11.91021,1.69203,16.25358,3.374178,4.92209,16.3919,18.95727,0.9535569,10.08681,8.418959,26.94192,9.396305,17.26234,-1.28679,15.96435,5.27024,0.6455587,1.626454,1.977878,31.08495,3.445738,14.60349,3.952696,7.541384,8.205707,3.600493,1.396689,2.245616,26.88449,5.003975,1.803103,-1.589978,2.41026,3.264666,1.68127,0.2831509,12.99247,34.09259,2.289469,9.844094,4.698637,-0.08652377,-0.1431044,0.4285558,12.72521,4.11892,-1.327873,3.179539,2.674435,6.017446,2.40819,3.845802,8.623054,3.128501,4.447187,3.327235,0.8949798,-0.1569663,5.224577,3.884557,10.08275,62.42491,3.117854,1.802415,2.194233,-1.443933,-0.8235152,1.099826,5.606131,12.02543,13.81989,4.393147,11.16387,-0.3469741,-2.78345,-0.7209554,2.02949,15.26074,1.382873,3.499862,5.776964,31.6282,18.60818,8.29257,5.873679,-1.59103,-1.12571,-1.666083,-1.046316,28.52029,2.256918,32.19009,10.3388,10.23895,5.885518,10.5878
75.83928,1.096609,2.497039,22.41622,0.7359753,15.32177,0.8005231,0.3852043,0.3078538,9.066941,3.357877,0.6720828,0.03019112,0.293627,1.911842,40.00806,8.858594,2.08252,28.42248,1.810146,-0.9812806,2.340721,1.663054,9.596037,0.08684246,6.792353,-1.150316,-0.6921456,1.062322,7.679476,8.736482,1.81832,16.16573,2.839244,5.939931,13.71459,16.91735,0.4426537,10.20171,8.634662,29.18532,8.860371,15.63835,-1.479965,16.16385,2.617288,0.9526812,3.743459,0.8610764,31.22152,6.0108,16.48567,3.911235,6.788303,9.656593,5.135136,1.415985,2.962667,25.64499,5.088993,1.558851,-1.292734,1.127756,6.973783,2.929051,1.447356,12.18508,34.11093,2.564083,10.04787,5.56388,-2.088488,0.4568304,2.095597,12.38769,3.401479,-0.7474486,3.107756,2.66926,7.744982,2.484492,2.285904,6.033222,3.234983,3.800028,0.2150037,1.661327,-1.457471,6.048347,4.23384,9.196972,60.63149,1.410222,0.6125025,2.640587,-1.089458,-1.26624,2.25969,5.370153,13.22012,12.29402,6.627259,8.628041,-0.2436498,-3.389647,-1.122862,1.842391,20.99183,0.002803408,0.5899857,6.04949,31.54168,15.59917,7.82483,4.768194,-0.5204217,-0.3695022,-1.495793,-0.9994532,27.54022,2.147656,31.1878,9.635717,10.60229,5.778567,10.57901
75.9392,-2.131701,0.2833298,22.88099,0.7928659,17.13115,1.357278,0.9321095,0.320421,7.276766,1.332235,0.2562541,0.9918872,1.286558,4.005589,38.22236,12.71903,1.188123,27.61712,1.486718,-2.443647,2.452244,3.152191,8.536619,0.2267523,5.137653,-1.256296,0.4479283,0.8050364,10.96984,8.706262,0.9223987,16.3862,3.271883,6.85475,15.40494,15.77063,1.774424,14.35618,10.00173,24.37107,7.032215,15.28567,-1.153838,14.46369,3.448408,2.21003,2.198558,-0.5085406,30.27241,7.14126,14.11201,4.482232,8.717278,8.08559,5.030729,2.386334,1.0454,27.10671,3.844312,0.7398487,-0.2069011,0.7966865,5.257685,4.149604,3.788501,11.8331,34.52607,3.562051,12.71517,4.535925,-3.464685,0.6611521,4.659318,12.06626,4.869801,-0.2182753,5.089025,2.328056,8.416073,4.137399,3.766172,8.347135,3.866877,3.814161,-0.5576734,2.827518,-2.237096,6.480685,2.129107,10.69302,61.42347,4.259793,-0.1177264,1.38614,1.789678,-0.1291956,3.35704,4.710686,13.47826,12.42775,4.44248,9.826611,1.920206,-4.083099,0.110386,1.178421,17.38067,2.023686,2.062534,3.89296,33.92499,17.14637,8.592809,4.44145,2.370091,-0.3464064,-1.661578,-2.624834,26.60343,2.853523,36.19238,8.96751,10.35626,5.677303,10.57063
76.03912,-0.1575648,2.440523,22.06025,2.307978,18.14967,0.9246687,0.8958812,0.8750269,7.292665,1.119026,2.909631,1.677485,1.984887,3.684695,35.31551,11.16351,0.3577609,29.30271,1.430478,-3.109449,2.208911,3.439214,6.003358,-1.388904,3.275258,0.09389701,0.2569592,2.291326,9.786221,7.799362,1.114987,16.09571,2.758621,5.318645,15.74837,15.67492,2.673596,11.65053,8.941733,26.16423,4.908442,16.0529,-2.882731,15.59593,4.915022,3.414181,3.057364,-0.3087171,29.85678,8.733782,16.26752,4.726694,7.090848,7.061274,6.840033,2.562579,1.268442,25.58122,7.17601,1.511792,-1.462113,1.095423,5.630763,3.310969,2.327789,11.278,32.28272,2.441921,10.38859,3.664791,-2.376312,1.810425,2.491779,11.76015,3.432229,-1.48112,3.427669,3.325657,7.162462,1.012334,2.346421,9.012009,6.76036,4.455675,1.843634,1.977021,-1.443945,5.611413,5.276559,7.427332,62.06643,4.133065,-0.4523551,3.9814,0.1492391,-0.2596318,1.896035,5.984464,12.94704,14.85676,7.464316,6.739373,0.4293642,-4.236232,0.08470673,2.052006,17.34441,1.321278,0.9115542,7.372599,35.50064,15.63767,9.056952,5.47814,0.2425571,-0.4592472,-4.530931,-0.3826812,25.70798,1.711194,34.41336,8.332435,10.12082,5.581424,10.56262
76.13904,-1.36148,0.8040034,21.20766,3.835567,16.4228,1.514665,-0.8051876,-0.9899872,7.108818,2.019262,2.200939,-0.3812482,2.079567,2.990631,32.66369,11.48719,2.713293,28.54394,-0.06736916,-4.087663,2.964784,6.354774,6.859457,0.3461547,5.933858,-1.054908,0.04613222,1.814694,6.903131,9.483967,-0.1254158,16.79999,0.8020653,5.88351,14.82672,17.17812,2.376933,12.81189,8.04727,23.52609,6.506357,14.28307,-2.188594,15.91805,4.609086,1.234728,1.175864,1.009461,29.1505,8.418101,14.00545,2.387939,8.408995,7.070437,6.898831,1.445134,2.274269,24.27477,6.04006,0.1839289,-0.1257989,0.08353861,5.996648,2.909825,0.01245816,9.351524,31.12636,3.281955,10.20338,5.285621,-2.360002,1.980033,1.283647,11.46864,4.254181,0.2487382,3.532439,2.541201,6.862268,2.910041,2.255394,6.176323,5.821026,4.283974,1.205053,1.930748,-1.975364,4.609417,3.594493,7.733719,63.31678,1.175121,1.55213,2.803915,-1.705585,-1.173753,1.807814,3.69135,12.78454,12.98208,6.620644,8.576399,-1.095695,-1.912733,-0.07475513,3.220021,14.76583,3.881108,2.834011,6.388606,34.47729,14.22866,8.110895,5.246526,1.513512,-0.4615302,-2.279022,0.082159,24.85208,2.386013,32.72324,7.728832,9.895496,5.490643,10.55497
76.23896,-0.05930185,1.734632,21.14311,2.075879,18.49688,2.245542,0.1234557,-2.200891,7.707289,3.666108,0.4310241,-0.6865463,1.219992,1.329062,32.66279,8.046709,1.325495,29.73161,-0.7010244,-1.15114,3.117135,4.397652,7.959497,-0.7560972,5.241544,-1.232652,-0.5459812,2.639287,9.854204,8.479103,-0.7196271,15.50795,1.666661,6.94537,14.42787,15.66335,1.062701,9.961357,10.39929,20.23808,7.577275,14.68762,-1.149416,19.30124,2.252709,0.1923446,2.564987,0.8748552,28.22983,9.379834,14.03103,3.825919,6.597661,7.682553,8.277702,2.220193,1.834512,24.66166,8.072294,1.676124,0.9074768,-0.4527913,4.691204,1.362613,-1.454742,10.36618,30.92767,4.113884,10.7055,5.993221,-2.241479,1.917651,-0.02174581,13.95609,4.031935,-0.1716,4.648712,2.901558,7.745029,2.75773,3.547599,6.733179,6.656011,4.434211,2.609143,2.827618,-2.374703,6.285504,4.539085,6.009367,61.99768,1.178934,-0.2465576,2.629897,0.4344313,-1.625236,1.744091,5.497253,14.30606,15.48664,6.022252,6.626873,0.5797779,-1.35069,1.753985,3.297274,15.20307,5.400762,1.334261,6.266393,34.99247,14.17324,7.04274,5.731458,0.5161408,-0.2625975,-2.614923,1.326709,24.03395,2.009696,32.21527,7.900351,10.87426,5.404686,10.54767
76.33888,-0.5745401,2.524801,20.40766,2.943178,15.45588,4.221576,-0.3198031,0.463206,8.32531,3.410034,2.17501,2.113135,0.8179089,3.858243,30.44134,10.0552,2.435085,27.80854,-0.9982075,-2.012624,1.61311,3.92393,6.366228,-0.4801064,5.007652,-1.667908,0.06006284,1.147953,7.26241,10.54075,0.7657567,17.18669,2.771035,6.426344,12.87389,15.67509,2.978287,10.66232,10.23034,21.59242,6.265711,15.29422,-0.9327198,22.30474,3.094564,1.559184,3.977576,1.225004,27.34865,9.972059,13.5254,1.317156,5.483685,7.61646,7.238286,2.006024,3.482218,28.61101,6.646636,1.249091,-0.3072709,2.001358,5.803989,2.493707,-0.5178966,9.691315,31.26623,1.152048,11.30968,6.071462,-3.12191,1.413649,1.729012,14.26122,2.637252,-0.8815567,1.329247,0.8295876,7.930002,1.890355,2.866506,6.018888,6.078675,0.5121091,0.6338304,4.309237,0.06435276,7.771361,3.639351,6.994209,59.10043,2.729922,-0.2408446,1.711448,-0.3547719,-0.5376087,0.387525,5.433021,12.76519,13.83916,5.154716,7.071725,0.4545392,-1.065696,1.368933,3.081189,14.30036,6.7384,2.663626,5.682583,34.78857,13.35289,8.384283,3.640046,1.949322,-0.9615026,-1.963572,-0.2277092,23.25195,0.974121,30.03345,7.319401,10.61655,5.323298,10.54069
76.4388,-0.7485818,2.468142,18.33539,2.68091,18.15174,4.501882,-0.7694156,-2.467206,9.2965,3.02448,0.3262577,-0.8396283,1.373887,4.464021,25.68134,9.428267,1.028045,26.99844,-0.5932498,-1.398379,0.6285475,5.114474,5.241593,-1.156415,2.353516,1.04591,-1.852755,2.98481,9.531998,7.364963,0.8064912,14.71597,3.446958,6.812526,15.28031,16.16446,1.529314,9.534115,12.34592,21.81261,6.736279,15.32781,-1.919109,23.09522,3.417715,0.4457545,1.03541,0.3055116,28.22598,7.431804,11.80294,4.35112,4.799839,8.168304,7.802155,2.403108,1.479897,33.26004,4.748791,0.3830094,0.9238319,0.09632485,6.837137,2.282788,-1.083568,10.30371,34.18389,4.170546,10.75725,7.57542,-2.101249,1.556789,1.279151,13.85047,4.002409,-0.2851282,4.441989,2.332888,7.078215,2.078766,4.407968,6.261192,5.536115,3.995427,1.486754,3.887104,-1.114099,5.597752,4.890476,6.843865,60.423,0.1144931,-0.807633,4.582577,-2.002721,-2.33703,-1.126618,3.145491,13.48927,13.35559,3.064435,6.079125,-1.510107,-1.183933,6.281214,3.103173,12.86252,9.244364,4.274318,7.816443,33.01025,13.9117,8.559136,5.548908,1.678391,-1.653993,-2.014365,2.034434,22.50447,1.496919,28.66633,6.90112,10.36993,5.246233,10.53403
76.53872,-0.2262822,3.737082,19.19796,1.399398,16.77331,3.552483,-2.411034,-0.7741772,8.29309,3.507294,1.425875,0.5998802,-0.2460276,3.421716,26.93159,9.682541,0.4239445,29.01807,0.2092017,-3.889624,2.136634,3.224398,6.762549,-2.431491,4.39734,0.2331637,-0.7826608,1.326647,10.55696,7.248036,-1.219608,15.89171,4.908764,8.236047,13.12516,16.48622,1.555163,12.41668,11.53583,21.53779,8.398609,15.52335,-1.595497,24.21927,2.348715,1.760488,3.396457,2.161885,27.25275,9.467995,11.81585,3.107752,5.29642,4.492432,7.211884,3.06733,1.861285,39.47638,3.434202,2.743464,1.937082,-1.101675,4.741433,2.019313,-0.8407786,12.8749,34.33578,6.12897,9.544319,3.926945,-2.19827,2.470654,1.781053,13.4593,2.4722,0.4362583,1.40901,1.474443,7.103637,0.1503647,3.846949,5.598483,5.555399,2.687438,1.137472,1.731285,-1.859684,6.390195,5.797239,7.064321,57.54516,2.217643,0.256373,1.640109,-1.316835,1.463457,1.661007,4.555575,11.66473,14.15435,2.513942,6.705287,0.4373042,-1.736048,7.063159,2.883709,12.40223,8.214809,4.219143,8.823476,32.44109,11.30125,9.053864,4.111401,1.01026,-2.418403,-0.04445716,-1.461923,21.78999,1.208727,29.28019,6.36849,10.13391,5.173262,10.52767
76.63864,0.7134271,3.665004,19.92592,3.089403,17.23841,2.46552,-0.9930292,-0.07809202,8.398245,2.367379,1.413324,0.5492336,3.100507,2.332426,26.79931,10.6926,2.272807,26.45376,2.780191,-3.134032,1.355711,5.067814,6.896274,-1.276194,1.668705,1.081072,-0.711226,1.767042,9.287366,7.984746,-0.2066381,17.13924,3.157866,7.911949,13.57673,18.40591,1.419377,10.8308,11.77113,19.22535,8.833407,13.34681,-0.2441799,25.20445,1.862281,-0.2484185,2.720272,2.796372,27.50627,9.349026,9.207057,4.396729,4.722747,5.258865,9.912927,2.372171,1.538599,42.64065,4.194195,0.7449641,0.9972486,0.3436503,6.58139,2.312969,-0.8356531,9.053338,38.29036,1.971807,13.19054,5.482063,-0.6466424,2.734965,1.571136,13.08677,1.314079,-0.9646441,2.347889,3.798059,5.863769,2.445438,2.461631,7.581089,5.65257,3.413152,0.4207988,3.999663,-2.228476,6.125612,4.247211,5.978426,57.9873,2.299858,1.593248,1.85775,-0.1426482,-1.199032,2.179314,2.522483,14.37243,15.51193,5.284592,5.826037,0.7703186,0.02395715,9.623466,2.316124,12.22753,8.707295,3.298908,6.551129,35.10799,12.64425,8.495419,4.770455,-1.27795,-2.684479,-0.007267825,-0.5837265,21.10705,1.888598,33.20374,5.862205,9.908032,5.104167,10.5216
76.73856,-0.266716,3.558277,21.12415,1.85501,15.33754,3.033371,-2.286146,0.4695786,9.380638,3.617506,1.128688,-0.5169356,1.536196,4.440449,26.39501,12.0895,2.200879,28.28702,-1.020625,-1.029853,2.579573,2.418004,5.460248,-0.4764545,3.065633,-0.7567362,1.797184,0.8079264,9.623697,7.585487,-0.6948884,17.20213,2.69328,9.832364,12.79011,16.46582,-0.1843558,10.5661,10.62246,16.97671,8.586938,11.71906,0.2354212,26.81823,3.169771,1.148992,3.794771,1.339791,24.58317,11.16739,9.908455,4.639544,4.498472,6.748785,9.727633,2.344358,1.328022,45.08214,3.431131,0.3516888,-0.6932997,0.2115481,6.045653,3.426081,0.3254205,10.46916,38.45354,3.258459,12.53413,6.462708,-2.769721,1.481511,1.270202,12.73201,2.619907,0.6469563,3.044054,1.870525,8.166723,2.397606,3.257741,9.112577,3.012381,5.65864,1.952073,4.406035,-1.655379,6.025651,4.203827,4.756331,59.04159,1.27183,6.995678,1.74761,-1.837788,-0.2971193,2.176458,5.339504,13.68232,11.69588,4.15357,5.192299,-1.943566,-2.817245,7.810247,3.906152,12.96599,8.694084,3.473951,7.873775,35.78003,13.50212,9.637955,3.109568,-2.045279,-1.268567,0.1448896,-0.01085396,20.45426,2.971513,36.14359,5.380952,9.691873,5.038741,10.5158
76.83848,0.7277305,2.974108,22.63423,4.587508,16.1832,3.42392,1.403803,2.849861,8.535122,2.649029,0.6060533,1.442999,0.5350872,2.030045,28.01818,11.86467,2.312449,27.06139,0.0159308,-1.412988,1.748603,1.745727,8.057336,-1.706514,1.9383,0.1109032,2.556564,0.2431422,11.87816,7.463283,-0.005146048,18.34182,3.593754,7.589269,13.64751,17.81964,-0.4766465,12.87528,7.879911,18.89955,9.887228,12.30963,-0.5838071,29.24216,2.76318,1.715485,1.959612,2.355752,24.51127,9.620659,8.218435,4.95907,6.581161,7.172843,8.168366,5.477026,2.850061,49.09299,6.950734,0.4175929,-2.324201,-0.7278598,4.536775,1.130602,1.567018,9.398129,37.71379,2.893669,12.01041,4.204525,-1.160203,1.675323,1.244323,12.39416,2.37543,1.001028,3.070489,1.542989,4.459739,0.5268226,2.568611,8.349564,2.660351,4.513103,0.260544,4.353334,-1.014207,4.834847,3.880536,5.581648,60.20828,1.21291,14.64785,2.293429,0.370371,1.919984,1.927101,3.890898,17.19427,12.63527,5.265312,7.528338,1.397477,-0.6211522,10.33703,2.153285,14.34443,8.799273,2.144249,6.301322,33.71292,11.68199,10.3022,2.262906,0.668527,0.2594459,1.26662,1.308262,19.83029,2.891584,36.99033,6.086139,9.485007,4.976787,10.51026
76.9384,-0.5935737,0.9340717,21.43629,2.796112,15.82318,4.716151,-1.714365,1.754938,8.244553,3.703097,4.083163,-0.5358334,-0.2333817,4.20009,26.08106,11.70613,1.922891,28.3444,0.6029977,-2.36527,2.679555,1.302683,7.618857,-1.952315,3.282845,-0.7700003,0.09919566,0.2129042,12.47805,7.141236,-1.623856,18.61239,0.9820511,7.514617,13.85359,16.89799,1.540169,11.33168,9.999482,17.78823,9.091466,11.81585,-1.658491,29.17594,3.055146,0.9523953,2.194428,1.524276,25.97368,11.14581,8.557654,3.713712,6.825241,10.83494,8.638897,4.648396,-0.2403154,52.10907,5.22357,-0.3729768,-2.939464,0.4709748,4.584247,0.8456595,-1.111751,7.209151,37.46124,1.684279,10.57394,5.325383,-1.294121,1.134316,-0.3228192,12.07242,2.689511,-1.020286,2.866108,1.492027,5.677842,2.615632,0.8765017,9.200731,4.998897,5.062158,1.080355,4.776349,-1.973731,6.377135,4.379595,3.451161,57.59536,-1.130551,18.35748,2.111946,-1.312647,-0.8130251,3.352735,3.653987,14.89339,13.27909,2.549838,6.708141,-0.7451196,-1.869139,11.34024,1.940348,19.53938,7.751353,4.22631,5.914901,32.83686,11.24407,9.226632,1.40184,-0.1020209,-0.4561479,-0.7955573,-0.9448624,19.23387,1.433706,36.85293,5.8024,9.287036,4.918121,10.50497
77.03832,2.701561,1.505514,22.13853,3.077533,16.72857,1.31989,-1.311245,1.848681,7.491832,2.531317,0.6669067,-1.690237,0.05601583,2.151877,34.41567,10.00851,1.627707,27.96109,2.291842,1.035095,2.036387,2.912512,7.179,-1.466136,4.421134,1.276071,1.843382,0.7543374,11.455,8.300035,0.2571707,19.16899,2.969184,7.513858,13.93623,18.95369,-0.04441917,10.98935,10.99962,18.7326,9.083354,12.64147,-0.7986026,28.16322,3.488338,2.391018,0.7613351,1.449759,26.41523,9.205154,9.452635,2.718722,5.249453,10.15604,4.666896,5.979703,1.771448,54.8084,5.239987,-0.08801955,-3.779204,0.458188,5.958168,2.349865,0.007690077,9.096508,34.31498,2.979314,12.1756,5.489416,-1.865735,0.9001614,2.891663,11.76602,2.470206,-1.363267,0.64915,-1.395019,5.796799,2.987223,1.548085,6.787501,3.73792,3.55469,2.340447,4.311265,-3.367199,4.656908,5.54065,4.095754,55.26791,0.1478278,21.51934,2.173589,-1.783711,0.8546641,5.145259,4.793458,17.354,12.23823,3.517331,7.034978,-0.8456519,-0.5892348,13.67185,1.591982,27.50717,4.47587,1.09373,6.606242,31.81075,9.996019,9.357924,1.534227,0.2491706,-0.3918388,2.340255,-0.2926078,18.66378,2.970617,37.80479,7.442175,9.097579,4.862569,10.49992
