 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122
42.66584,17.99517,2.072038,-3.236393,1.558666,2.127049,16.62492,21.60028,10.63411,14.95853,-2.397717,68.75003,1.435034,51.25112,2.296385,11.74863,5.664795,2.611908,1.875808,1.824138,-1.138102,7.677452,-2.054154,3.656559,12.82551,4.176694,10.91866,0.1175005,27.00077,11.05092,4.897233,6.926666,15.16831,9.70485,15.40056,2.406227,10.56047,40.84336,1.499721,4.6826,7.345356,14.48989,5.669633,-4.056912,-1.727397,33.46186,9.330886,3.027575,-0.2619988,0.9511077,-0.5029368,1.725046,3.172074,16.19946,1.341957,2.386783,17.06617,-1.082911,1.39352,16.00094,1.558183,14.5751,6.124043,28.7578,25.46151,8.176505,62.17641,7.179239,0.1484156,-2.987635,4.958288,15.70959,4.034793,12.70398,8.592324,2.284947,10.21448,16.24678,1.630241,5.134089,1.270168,7.428222,3.027928,0.7863416,14.57424,6.721673,2.905505,2.034282,7.255657,16.27468,6.573356,6.813035,19.86456,5.943382,61.59001,28.79844,2.669628,13.18589,7.089986,5.10347,0.1171107,-1.564319,0.2033359,1.613242,8.01243,2.585668,16.8285,12.04817,7.301179,1.903415,2.850301,8.527172,22.53187,31.94618,2.93307,11.48801,79.00233,25.84791,12.94577,-0.8405083,2.826493,112.3786,4.386689,134.6629
42.76576,17.64186,3.486748,-0.7634953,0.7207838,2.888622,19.40107,22.87062,11.31225,13.7709,-3.223106,82.55455,0.227401,47.63636,2.655318,11.23589,5.300467,0.6164799,0.727891,4.734951,-2.65615,8.615887,-1.763656,6.054111,13.54531,4.362457,11.14197,0.4803807,27.17211,11.43666,2.369345,6.871389,14.75952,9.670393,16.39776,3.193129,9.547477,42.53881,0.2597047,3.730709,8.174644,17.86107,4.657537,-2.185913,-0.01314776,32.47585,8.057611,1.196638,-0.08124977,0.6281658,0.2578778,-0.5257279,6.08707,15.71146,1.620461,3.532514,19.79556,-3.686839,3.294444,16.42826,1.535633,16.83389,6.278638,30.06598,23.24315,10.7027,59.50577,7.674592,0.068679,-1.890533,4.499276,15.85414,1.834686,12.40858,10.18694,-0.356231,9.117615,13.76169,2.375392,3.934291,0.3132264,7.153097,3.293598,2.959862,17.61207,6.325461,6.463522,0.7151042,5.993461,12.98219,4.569596,6.695792,20.96267,4.425538,64.69446,28.83728,0.6201174,9.862592,10.40503,4.217999,0.01788434,-0.1519447,-0.02102635,2.508873,7.4718,1.802451,15.76377,9.139474,8.394393,1.20842,3.139481,9.137845,23.44927,33.41485,5.12545,9.809154,81.49785,24.77866,13.69302,-2.053794,1.801844,119.4843,4.051892,135.9937
42.86568,15.31634,2.722245,-0.9525608,1.605885,0.9863647,19.24917,22.45485,14.10603,13.79147,-2.381254,91.80709,0.5530281,47.74795,4.497003,11.57826,7.369576,1.347941,2.070112,3.774163,1.179207,5.640322,-4.042811,5.327486,13.5258,5.307219,11.38905,1.346416,24.70156,7.978589,3.938379,6.785911,14.07562,7.63569,14.38417,4.016913,10.44468,38.75656,1.913021,3.401301,7.958288,15.35866,5.12532,-0.8867631,-1.181996,31.99708,9.355869,2.005112,-1.413885,2.142841,-1.61828,-0.5373902,6.521584,14.59762,1.709358,2.763915,18.73989,-0.6011683,4.586554,15.99093,1.977624,14.96781,8.535775,28.76597,22.13272,9.883422,56.98148,6.984002,-1.67934,-1.745082,8.048634,15.27539,3.913805,14.76799,8.237947,-1.699216,8.582724,16.57344,0.9715115,5.270584,1.618504,6.593552,4.84581,2.255721,14.51237,7.220456,8.18482,1.058345,4.718671,14.68759,5.381198,5.443375,20.55182,3.927273,67.10742,30.02093,1.369592,10.43448,7.357991,3.357798,-0.3673769,0.848249,0.3145236,0.8720741,6.394806,0.1660206,13.56712,12.96036,7.425864,0.1618831,3.44616,9.425666,23.82062,33.88256,3.514952,9.342021,81.18941,25.48054,9.554648,-4.10706,1.909512,129.2036,3.732089,135.5955
42.9656,16.85513,3.549146,-2.276732,0.08760981,4.10802,18.49112,21.79555,13.14952,16.00555,-0.7258034,96.69113,-0.853821,46.3762,6.662932,12.5699,9.665595,0.9677617,0.371548,3.383582,-0.6825675,6.040064,-2.835349,7.052198,17.2091,4.997837,11.31697,0.4634329,25.08405,10.24479,3.525681,4.845435,14.2699,6.196851,15.1855,4.076191,8.097481,37.948,-0.05832125,4.833182,10.49652,14.0018,4.486704,-0.7926348,-0.7700356,32.10563,7.149085,-0.5034727,0.9000263,1.820208,-0.5984102,-1.234814,5.730468,14.3986,4.369007,2.451499,18.51264,-0.9138026,5.947621,16.78357,1.99531,14.62388,5.829302,29.21062,20.07199,7.195693,58.40925,8.653213,0.4173101,-1.360737,7.382617,12.80651,2.524899,12.40845,8.204432,-1.258713,6.264871,16.68491,1.743949,4.086312,-0.3679517,4.366139,6.863252,-0.4195337,15.29302,5.688252,6.458544,1.42439,3.568537,12.62117,6.427267,4.796435,20.30161,4.363044,63.76607,29.8575,1.570285,9.93844,8.370831,3.14384,0.1349106,0.9112882,-0.2350099,0.5430735,7.365859,-1.077438,12.88242,11.25556,6.928469,-1.16641,8.890594,7.92743,22.29027,33.87339,4.131953,10.61398,79.38072,23.20721,8.723102,-4.746061,1.905795,127.1249,3.426604,134.7638
43.06552,17.22048,4.503731,-1.77442,0.05316505,2.035513,22.04022,22.58505,15.36977,15.08229,-3.647396,97.96623,2.463543,45.3088,4.81045,12.80469,6.098141,3.523981,3.176574,2.826294,-0.575573,4.38687,-1.469413,6.448923,19.01403,3.476473,12.28597,-0.7577215,23.9424,11.38355,1.567358,4.322361,11.83662,5.512259,12.69525,4.619271,7.363153,35.91904,0.7393458,4.919535,7.940498,16.14577,4.288852,-1.151222,-1.813164,31.38932,7.941411,0.856227,-0.4075487,0.3887716,-0.8159519,-0.2537491,5.101402,13.59137,1.682812,1.561035,20.42525,-1.927117,5.51212,17.12284,1.889761,14.47404,6.139237,27.88587,19.03272,11.03361,59.2108,6.547247,-1.415254,-1.082732,5.261095,12.61741,4.283577,11.91247,11.026,-1.482838,7.805704,16.66626,1.440605,4.080535,1.424102,5.720774,4.473352,-0.8275201,15.53695,6.666416,5.76414,0.4430688,4.623745,13.59436,4.959406,5.845097,20.42909,5.402671,62.464,30.15333,0.06737687,7.79066,8.604352,4.056738,-0.3707609,1.429034,-0.5223284,0.4271135,7.828814,0.8194603,13.73423,9.908723,5.942472,2.987686,8.551468,10.67444,26.63405,33.5341,3.375429,11.8877,78.65233,23.24582,7.99049,-2.913235,1.846737,124.5372,3.134795,134.4464
43.16544,21.95164,4.221661,-2.157676,0.0416281,1.864736,21.85059,26.32153,13.88273,13.1978,-1.210328,92.05274,0.009131486,45.51798,4.710576,12.60585,8.585424,2.744439,2.452055,5.90622,-2.487945,2.287914,-0.8833264,7.128325,19.21169,5.666364,12.12254,-0.4892011,23.08912,10.16778,3.854878,5.688824,9.477304,9.288943,12.38675,0.9642756,10.19248,37.46136,1.679146,6.419892,8.807162,17.27573,3.118345,-2.830701,-1.750841,30.8742,7.896157,-0.6724645,0.6442421,1.324358,-0.431214,-3.345642,0.3725552,13.26869,2.674891,0.8844641,16.22551,-0.3203134,4.742432,17.29332,0.8127833,13.88063,5.870513,28.81438,18.9617,6.877594,60.68234,6.451336,-1.341932,-0.01569011,5.707867,10.3443,2.840639,12.51205,7.505556,-0.3307217,8.669786,16.19431,0.441154,6.085371,2.474709,7.05947,4.413548,-0.2865474,12.88907,5.402087,7.52889,0.1710042,6.035954,13.23482,6.633626,7.072972,18.01837,4.84809,62.77472,28.98419,1.141899,11.20946,7.699018,6.4319,1.396323,1.308191,-1.193521,1.275957,6.753296,0.3709341,13.79052,12.08694,5.988198,0.9474899,10.42768,9.326652,24.72984,32.71193,3.145592,14.56757,80.72041,21.74949,9.449653,-4.331707,0.1997253,118.6761,4.12242,129.5281
43.26536,32.69362,7.125846,-2.990964,-1.08463,3.090224,27.75483,24.78581,13.82215,13.18461,-2.12704,92.5485,-0.1311555,43.51216,6.764645,14.85024,6.229681,0.5928829,0.4868962,5.607616,0.1806003,6.148984,-0.6226251,8.051122,19.00839,3.475194,9.764533,-0.4066647,24.9469,10.04841,2.192229,6.620828,11.08951,8.056832,14.61911,4.03141,7.37569,38.0233,0.4332618,8.449585,9.912621,14.10157,2.897745,-0.6577021,-0.5528002,33.25264,5.643781,0.01962894,0.4994572,-0.1143577,-2.591268,-0.8116387,2.864715,12.21558,1.530874,1.941771,18.32862,-1.165406,4.476549,18.00377,0.9080696,16.85539,4.42629,29.42657,15.0755,7.958309,59.37471,7.790781,0.9553251,-1.09629,3.949287,11.46418,1.830023,8.826107,10.63801,-1.030065,9.231971,15.25188,0.6576461,4.947974,1.576293,5.945854,4.165464,-0.171877,12.64687,6.521299,6.385841,0.4143991,3.833238,12.43405,8.36711,5.163282,16.0863,6.788478,63.89149,32.29463,0.9826238,10.95561,9.140614,4.398095,1.134935,-0.417069,-3.724394,2.317552,5.913507,-0.3193984,13.73289,8.217861,6.112029,3.95672,11.20445,13.8287,25.56222,28.16854,3.54316,14.77217,77.43475,23.72434,6.298717,-4.639617,2.90377,113.0855,4.661082,129.2073
43.36528,44.326,2.94734,-2.090489,-0.3069463,3.295684,28.77731,25.07252,10.74956,15.28416,-0.4854263,90.26421,-1.555295,40.14085,5.169801,15.70637,7.650311,0.8567578,2.48782,6.082472,0.48414,6.527783,-2.07571,7.069325,18.5994,2.466311,14.2654,0.6375151,25.43442,10.6411,4.772436,5.125945,11.91145,5.912786,14.77922,2.234792,6.959731,37.53411,0.2319481,10.68928,7.899573,15.00306,2.143128,-1.376005,-0.7518312,31.83418,5.935837,2.073263,-0.3773394,1.23093,-2.409404,-0.9820799,1.72544,10.76593,2.364987,2.689945,17.16934,-2.269021,3.189327,16.35857,1.219513,17.09659,6.222051,28.32665,16.32226,8.595299,62.01617,6.171744,-2.002678,-1.650111,5.256472,10.63137,3.32144,9.741697,9.970204,-0.2156578,7.545177,16.33425,1.589262,4.972775,1.575133,6.002139,5.548841,1.21222,12.83022,4.805809,6.353586,1.28898,5.422383,14.11283,6.913919,4.897526,16.87364,5.808738,63.09334,31.29081,0.4497117,8.429612,8.931633,6.292418,6.422937,1.040628,-2.086479,2.894998,7.191629,2.212764,13.16766,10.16431,6.569407,2.501174,8.225569,12.19642,25.71005,30.1135,4.299224,14.96257,79.83746,21.26193,9.277859,-2.746004,3.078775,107.7528,4.310661,123.6635
43.4652,48.87753,4.52445,-3.715032,-0.9116919,3.328994,24.96158,22.12471,11.53517,13.13291,-0.8328413,88.50747,0.7466319,40.52792,4.803787,13.17044,7.328599,-0.3923111,2.794717,5.605097,-0.1244614,5.316564,-3.135114,6.377865,18.71871,4.765164,13.29342,0.3830877,25.83989,10.07055,5.614305,8.146372,13.19564,9.138397,12.66086,3.570796,6.505325,36.86867,1.980607,9.596993,7.262394,17.34089,2.829779,-1.305852,-0.5747015,32.87224,5.94755,1.360098,1.201641,1.100103,-3.805865,-0.3755511,1.943689,12.43929,2.205655,2.494779,18.11772,-1.738816,3.663698,17.96931,0.8257146,17.78313,5.948314,28.42458,15.74089,10.09796,62.1992,6.421561,-1.357897,-0.6641867,5.703632,9.26885,3.058292,11.10003,9.460544,-0.5915199,7.005637,15.52421,3.069498,4.096827,0.4079846,6.980686,3.9559,1.760278,11.90567,7.068046,5.953293,0.9879089,8.235058,11.54101,10.64471,6.802522,17.10007,7.580802,62.88947,30.73952,-4.828954,8.662428,8.488643,5.918733,5.3107,-0.337949,-2.60946,3.418084,6.880033,0.1127474,12.6335,5.663599,5.602085,5.05752,10.7176,10.54313,26.25368,29.26445,3.705562,15.9572,76.60695,20.50879,9.871996,-3.113225,1.930974,104.3201,4.721695,124.9652
43.56512,51.54295,4.924647,-2.775642,-0.3263084,4.308908,24.52351,24.69845,10.08959,13.80338,0.8761815,89.12864,0.1497948,38.84733,5.536399,15.23084,8.433155,-0.1949949,2.249024,2.652933,-0.8643996,7.147589,-2.324835,5.449993,17.82654,3.748193,10.23244,-0.05332131,24.78553,7.763379,7.031716,6.204107,17.41847,10.0934,12.99049,2.164609,6.131751,36.18837,-0.7978497,9.932168,6.286759,21.79036,2.7389,0.246194,-0.9876995,30.94186,5.84574,0.2310705,-0.6257451,0.8354051,-2.537561,-0.9061301,2.759992,11.12883,1.97588,2.195917,18.22782,-2.437606,3.435935,17.74075,1.329271,19.67048,5.61034,24.05372,13.59476,8.80601,60.65351,7.657521,-0.5851319,-0.9601806,5.618653,9.055501,3.146474,8.56271,11.7372,0.2321234,10.11459,15.05896,1.941121,5.011225,2.047893,6.649304,5.194647,1.226648,12.33621,7.001815,5.850272,-1.108932,6.739658,12.59869,12.87722,5.715423,18.3764,8.139794,61.48919,32.12019,0.9349318,11.18246,7.544993,4.480285,4.071004,0.08748087,-4.555218,2.343901,9.124645,-0.7510124,10.66607,9.238088,6.448285,4.539077,7.021739,12.59354,27.38831,26.52769,4.364107,15.95161,76.75212,21.01884,11.17396,-2.134398,2.193585,102.5396,4.364529,121.7391
43.66504,47.01277,4.968562,-4.770929,-0.6064399,3.962648,24.73874,22.68836,10.09223,11.50879,-1.05728,86.59245,0.9479656,36.43666,5.373805,16.45993,5.029832,1.987776,2.1281,4.33571,-0.5332378,6.680671,-2.202134,3.627989,19.31061,2.819417,11.7897,-0.1707346,22.80361,5.865137,4.110493,4.059906,21.88002,8.073207,13.95371,1.839364,7.404298,34.8189,2.540755,8.839534,4.418594,26.80204,2.917426,-0.4733613,0.2251682,30.43777,4.052979,0.5875584,-1.153686,1.097521,-2.551216,-0.6035427,6.824683,11.13905,1.844042,1.182679,18.92447,-3.477019,2.913455,15.64141,0.1933827,23.94274,7.151952,26.56434,11.37903,8.800236,59.33999,6.768697,-1.080725,0.6609055,4.692499,10.59206,1.865001,8.327625,12.69164,-2.311561,10.47626,13.03849,1.006551,3.725573,-0.5217967,5.416736,5.038027,1.984172,11.79466,8.282125,5.650542,0.3256347,4.941142,10.22864,12.56326,5.795474,15.94125,7.413624,63.91053,31.40158,0.4974804,15.31911,7.657524,2.875981,3.552843,1.169907,-5.131011,4.20135,9.050961,1.861289,12.57547,6.236462,7.044638,2.306101,8.644923,13.56238,25.95103,25.07668,4.925148,15.74257,79.52688,21.19348,11.04704,-1.828338,3.083501,99.3101,4.023723,123.3637
43.76496,46.37905,4.915392,-3.628195,-0.5878725,5.413415,25.32431,22.78628,10.24237,12.55247,0.5979664,85.4203,-1.091606,38.104,3.507688,12.72351,6.789546,1.20353,1.356392,5.290133,-0.03013462,6.117171,-2.441975,2.629699,18.20359,3.688593,11.94481,-1.184194,24.85903,9.193668,6.93675,2.907217,25.51706,10.78901,12.96219,1.289289,5.512091,35.04142,0.3541673,10.66625,5.012518,24.65984,2.501743,1.20776,-0.3373608,30.23225,3.802913,-0.8990313,1.224749,-0.0799419,-3.410147,-1.210051,3.790635,11.85461,2.66013,2.438148,16.84013,-2.325651,0.7433842,14.67227,0.2520329,27.13307,8.097623,23.81789,14.20236,7.961188,59.65366,6.773396,-1.907513,0.7265201,4.807484,9.272458,2.572134,8.260473,12.77183,0.1091362,8.835609,15.2253,-0.06112244,7.026083,0.7169326,6.620642,3.581226,2.803491,12.65595,7.352746,2.710582,0.06023443,5.941689,9.266608,14.8625,6.851974,16.28593,8.451432,65.71772,31.1262,-0.5935007,14.94413,7.600224,4.348886,5.784923,0.6791376,-2.693719,4.664293,9.46929,0.08848237,13.91553,7.168525,6.418762,1.094126,9.585272,11.03338,27.32599,26.84309,3.941173,15.82593,90.54388,22.46938,18.06262,-3.441501,1.30615,96.22583,4.94635,119.6547
43.86488,44.20176,2.400555,-5.696982,0.2306842,4.684324,22.65346,20.88874,8.385912,13.84207,1.560443,84.34981,1.236578,37.37262,6.286653,13.89674,5.775672,0.1335562,-0.04691322,4.822283,-1.017193,4.994792,-0.8229524,5.300892,17.35716,3.405928,9.08181,-1.479808,22.80928,8.124806,8.393562,4.467477,24.29994,10.47819,13.97555,0.7932945,5.105391,34.27081,1.470485,9.912753,3.831082,23.53922,2.163095,-0.000599235,0.3217525,28.54644,2.243526,-0.4323403,-0.7801383,0.4091627,-4.177119,-3.056551,5.592203,12.53638,1.234087,4.246658,17.72599,-2.35678,2.788118,16.04541,0.2027792,28.8918,8.648034,24.95348,13.47945,8.572229,60.95173,6.052556,-0.1014473,0.3879444,6.947728,8.763,3.686891,9.605442,11.32941,-0.0797381,9.976569,13.99313,1.252634,5.857842,0.7653403,7.493536,5.556444,1.456282,12.04657,7.320064,5.172589,-0.1571787,5.091389,12.59184,15.78126,7.016428,18.31743,6.160345,72.25334,27.55676,-1.831674,14.00909,6.434259,3.38405,3.707443,1.494397,-2.78911,4.143589,8.317932,1.5235,11.81917,5.575618,4.624992,-0.5834332,10.02348,7.610332,28.02999,26.3886,2.249096,16.71878,98.30137,21.61041,18.17378,-2.104199,1.667363,99.08253,4.58193,117.4083
43.9648,40.80021,1.934828,-4.3891,1.265374,3.38552,21.6467,21.83811,8.15807,15.09127,0.9985259,82.09841,0.9964502,36.52189,5.064705,14.09377,6.250993,1.44031,1.212316,4.007423,-0.231009,5.000172,0.8247461,4.028714,18.24358,4.685436,9.758759,-1.429762,23.47057,8.150704,11.06116,3.610137,24.84226,10.23312,13.56881,2.314084,5.568096,34.64402,0.4560775,16.31318,6.234172,23.33412,3.566723,-2.136677,-0.3303262,30.8035,2.381898,1.166462,0.7592722,1.054766,-1.96473,-2.651217,1.44023,11.17489,3.803373,1.607282,15.28768,-2.374741,1.050684,13.82245,-1.039773,32.25804,9.639675,24.95307,15.44737,5.78906,59.07498,6.898763,0.9408594,0.1913701,7.17773,7.60078,2.543155,11.00663,9.196177,-0.7232778,11.1869,15.76977,0.5952842,6.248182,-0.04887212,8.009027,3.675643,0.611395,10.95857,7.909156,2.870248,-1.736897,5.637108,10.52124,13.73756,5.713788,16.3347,5.415781,71.28623,30.69852,-1.815065,15.56816,5.909682,4.240978,3.584725,0.9588265,-0.011343,2.989147,9.125731,1.292887,13.98019,4.781071,4.488085,-1.160147,6.776691,4.055526,27.58319,28.75926,2.557678,16.9801,106.7311,19.03311,15.55203,-4.099908,5.452317,94.5217,4.234058,118.8911
44.06472,39.78146,0.7496552,-3.252429,1.865033,5.319655,23.13767,20.74058,8.12717,14.94795,0.9393356,80.3366,0.7181748,38.98618,2.696465,12.58352,4.345355,1.851161,0.02844949,4.814422,2.373374,5.389525,0.3615964,3.3309,16.25568,3.637262,10.18412,0.8623534,23.63966,8.023916,14.82819,3.870587,28.24949,10.09101,13.46382,1.888233,4.737578,33.97369,2.190722,24.11492,7.3967,20.90177,1.346753,-1.728343,-1.356972,29.76583,4.807246,1.790268,-1.930788,1.821816,-4.008158,0.3463335,4.921573,10.75699,6.042953,1.879395,14.36407,-1.469456,4.139244,16.711,-0.5891274,32.91006,7.910415,24.04317,14.97542,5.628597,58.47805,4.820539,-2.701738,2.052515,8.34445,7.561487,5.223166,11.26354,8.147961,-1.321742,11.16628,18.79578,-1.543576,7.459311,-0.02344791,7.711615,3.941953,1.154707,11.87953,9.347405,1.940238,0.7371576,6.594959,13.05964,15.22229,7.113531,15.92489,7.425526,73.49527,29.75181,-1.839076,16.66789,4.274768,7.871356,5.787925,0.7131673,-1.258725,4.428098,9.213571,1.768448,15.12391,4.918466,4.495022,-0.0852017,8.48967,1.286265,27.72489,28.76534,2.875915,16.32679,110.8732,18.46797,18.39432,-2.752121,3.39705,95.71567,3.90198,120.0857
44.16464,33.0976,0.7086283,-2.163252,3.098771,3.496048,21.3498,23.19284,7.083312,14.15969,4.919674,74.38043,1.816329,42.02074,4.319938,10.88873,5.415351,-0.9557023,2.421154,3.835224,0.8047915,2.686028,-0.7347655,3.981313,15.81418,6.728217,10.40918,-0.3302009,23.14591,8.783001,25.256,3.079763,30.69029,8.514633,10.77403,0.209134,5.681552,33.47533,6.562078,22.9667,9.03201,21.0848,2.625478,-6.99586,0.4525249,27.06826,8.140298,1.716577,0.7311981,1.509444,3.19173,-1.387364,3.388734,12.96317,7.317858,3.05744,9.776219,-1.284702,3.522117,17.2052,-0.4371884,31.64494,8.888958,23.10179,22.68354,4.049901,59.85028,2.640169,-2.622431,-1.946779,10.9049,6.425858,9.41212,14.50358,7.53994,-1.410955,11.01082,22.26394,-0.1653471,7.323519,-0.2116665,8.755346,3.018725,0.569698,8.401978,7.38959,3.278468,-0.1347761,8.452299,11.7855,18.16358,6.730367,13.74506,4.205281,68.55688,29.99465,-0.1736832,18.86185,2.27195,7.974134,7.336768,0.1077242,0.3097652,6.836145,9.139312,3.123196,19.77559,4.877712,2.975809,-2.77936,10.28803,-0.9575338,30.01559,28.40818,1.917009,18.69255,116.1546,18.22824,16.72729,-1.292469,1.702313,91.1842,3.584976,118.193
44.26456,30.6131,0.1270754,-4.53276,4.545622,2.033451,19.82549,23.74874,5.734954,12.97449,3.71873,66.97045,2.696985,42.58727,4.564826,10.64012,3.242002,-1.538444,2.576764,0.2442974,0.6079131,-0.01400422,0.8089168,2.766023,16.62442,9.117498,11.69536,-0.05571272,23.67246,8.981165,27.77543,0.2138653,33.96699,9.029376,6.787152,-2.703614,3.020441,32.0728,4.912846,19.77846,4.990094,21.61796,0.566177,-6.177868,1.062569,26.0501,8.2495,2.375599,5.148629,2.9606,7.041636,-1.914573,1.796703,10.21889,6.299449,3.690866,6.069129,-2.288134,3.850474,20.61077,0.4696816,28.32473,10.5884,22.50557,31.05082,6.253318,57.85872,1.342397,-4.358931,-4.641631,10.77749,4.990137,9.198455,21.51464,6.440592,-2.204874,5.959569,24.84328,-2.189578,13.84074,3.562854,12.3841,2.148332,1.105412,7.052601,5.155033,1.906008,-0.1150875,11.90079,8.190083,24.43716,5.778189,12.84947,3.477192,62.63988,25.88826,1.000121,19.77713,4.350338,3.785262,5.26266,2.403103,-1.932025,7.964069,13.726,6.390576,18.74389,4.473983,2.244792,-1.708787,11.67762,-3.444515,30.443,29.13829,2.720716,21.98602,119.0587,16.81113,16.64629,-1.207223,2.676982,86.86179,4.09836,113.1049
44.36448,32.56897,2.537964,-3.694033,3.760138,4.262445,21.50725,21.15774,8.152735,12.27805,3.611989,71.61594,1.471712,41.9768,1.803159,12.46961,4.728953,1.327924,-1.012146,1.951957,-0.595466,5.113666,-0.98874,1.522118,15.01455,3.253346,9.454666,0.392358,22.88643,5.626703,29.71186,2.272653,36.90166,9.302893,12.76078,-0.6129167,3.597883,32.11025,3.960982,20.98688,7.932515,18.35704,3.777333,-2.110204,-1.239814,29.00021,4.258005,1.12411,1.626288,0.6908436,2.716277,0.02835392,4.320098,9.881431,3.836609,1.985116,11.00234,-0.3278625,4.23359,17.31229,0.1125957,36.81767,7.656278,22.77339,18.42217,6.80049,59.23014,5.476548,-1.727714,-0.8329681,8.858774,4.229384,5.941973,16.52793,9.163914,-0.5407499,9.56741,21.24494,-2.474574,7.719944,0.3283353,8.339279,0.9568847,0.9769192,5.674423,7.001582,-0.4835088,1.323215,8.445106,9.750269,28.37833,6.104716,16.76354,6.881388,67.49055,32.37225,-1.056757,18.61846,6.575518,7.466504,7.774192,1.8875,-0.8625654,7.095699,9.315587,1.914178,16.75833,0.5257604,5.257138,-0.7330281,11.57338,-2.66599,28.3576,27.65184,4.672834,19.10468,119.2038,15.98709,13.60697,-1.58795,2.359045,82.73883,3.774086,138.599
44.4644,31.25599,4.131414,-4.363656,2.525508,3.745394,21.74192,19.15198,8.79922,13.80903,3.973069,71.35276,-1.701767,40.53531,1.369428,16.12499,4.353628,-1.005085,0.4790115,1.782082,-1.773499,6.078436,0.4599315,2.236248,14.9778,1.392483,9.37988,-1.583479,21.76783,6.455376,31.14886,0.9092842,38.89092,11.83491,13.87786,2.864525,4.275435,33.3253,4.18167,22.41663,3.244421,18.09898,10.65802,0.2271245,-1.501157,27.4655,1.269475,1.246597,2.270433,-1.030917,0.5948523,0.2923231,3.479823,8.136312,4.65745,2.277609,11.90139,1.643729,2.875753,14.49149,-1.805578,39.37782,8.494132,22.30348,17.07637,7.038686,55.8766,5.392025,-0.4946502,1.709601,9.924331,4.53263,3.670091,14.76783,7.999365,-2.47306,10.26073,19.25216,-0.5156658,5.577856,-2.707205,6.970059,-0.09155467,0.2895955,5.374411,7.398427,-1.733004,2.081621,7.735589,9.474087,27.48048,7.781754,17.3217,5.980299,66.54581,33.02451,-0.2038166,15.6725,6.661509,7.571403,8.967035,0.519008,-0.9139463,7.522898,8.906945,1.731246,16.88162,2.867242,3.78684,0.69945,13.05988,-3.081775,26.35506,27.35246,2.779662,18.76314,115.5146,15.82416,12.56379,-2.610221,3.666646,81.94408,4.767411,154.1241
44.56432,30.3672,0.6660588,-4.145944,3.26422,5.163177,20.8747,17.54239,6.229208,14.38242,4.760826,71.64914,1.182769,38.94711,2.310965,15.38061,3.204647,0.158914,0.6912935,0.9860353,-1.187014,4.043976,0.06980134,2.780719,10.9719,1.875709,9.144864,-0.4372671,22.97967,4.470034,30.80626,2.463966,41.92885,9.61557,10.82507,7.848552,4.88657,29.80781,3.929482,19.76231,5.678846,16.88188,19.48654,0.6477534,-0.5490215,28.11097,1.593858,1.241888,0.1021993,-0.2922095,-0.3898231,1.339561,6.836809,7.32388,2.304658,2.238116,14.87765,6.156792,2.208623,16.43226,-1.068637,40.26708,9.540724,20.12873,16.50636,8.53842,51.96313,6.980228,-0.9601598,0.4239428,8.089602,3.672854,3.490125,13.81562,10.26921,-1.425818,8.872329,20.05754,-0.5162604,7.403413,0.2029243,6.881407,-0.6311941,1.71564,6.417611,8.298926,0.7725099,2.782116,10.45951,8.638696,30.85098,9.022607,16.49411,7.082209,66.39722,33.36172,-3.767555,16.62283,5.469649,10.9223,7.46014,-0.2569875,-0.3447191,7.032233,9.321108,1.516174,16.10877,-0.1238609,3.717257,1.897913,12.72178,-2.018993,25.98545,27.20868,2.665713,18.04967,114.2427,15.58553,12.64148,-3.274658,3.576226,78.04799,6.367116,158.3623
