 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85
2.89768,5.386767,1.457307,-0.09078278,2.809617,-0.2006273,18.92176,3.459354,3.146849,6.352179,10.16357,2.978302,0.859268,-3.132039,-1.432272,0.1131211,-0.393075,1.659136,3.988356,-2.556987,3.388156,17.76941,7.051538,7.472856,5.326355,0.9369975,3.711919,-1.626961,0.3351267,-0.6710745,-0.7233821,3.590623,2.238972,16.56642,16.09494,3.73296,1.15433,4.363478,7.292783,2.184609,5.303403,0.1769772,-0.4365107,5.006898,3.683606,1.187945,1.358895,3.612139,1.951553,41.48589,4.070182,0.8131646,3.416463,0.7554724,-0.2378197,2.878499,2.91981,5.452612,2.294072,5.240111,0.6624706,2.20156,10.28408,8.240139,6.80648,25.21201,10.64567,0.3734149,-1.33302,-1.498463,0.4403118,-0.9155299,-0.3274326,6.006687,4.543846,17.38485,-1.173524,9.525431,-1.029652,-0.3184176,36.59748,1.277,4.661182,-1.928658,0.1665388,3.599512,3.637298
2.9976,5.061887,-0.2979933,0.9245591,7.007072,0.5732016,19.06038,2.79019,1.05014,9.44938,9.045301,2.707105,-0.7066425,-2.453149,-0.3456426,-1.169882,-0.7801892,2.243168,2.280396,-2.81213,4.017037,18.09959,9.284159,10.79048,4.848108,-0.3539269,4.300205,-0.9625916,-1.174464,-2.026701,-1.069008,3.747975,1.805308,17.26412,17.85108,5.398024,0.8516073,2.727699,6.099365,3.205228,5.571443,-1.50712,0.2136413,4.277862,5.123895,1.58484,0.3401456,4.567208,2.209077,41.40361,5.071959,0.08000039,3.239087,0.3129021,-2.930522,-0.0670694,4.431935,5.186199,2.279034,5.695121,0.3426241,2.050539,9.712578,9.748926,6.217579,25.38882,12.95781,1.195445,-3.40588,-1.482014,1.768911,0.3778683,-1.259651,5.617648,4.436995,16.96541,-1.868301,7.94905,0.02173871,0.3278183,37.32753,1.46144,1.704236,-2.351085,1.852333,3.225707,3.637298
3.09752,4.93378,-0.264196,0.5260683,5.668318,1.368214,17.45659,3.957059,1.27229,7.060035,7.397072,1.534933,-1.177453,-4.833888,-2.735676,0.239658,0.0574522,1.623962,3.594052,-3.197707,6.588751,18.11112,8.226654,10.43811,5.558521,-2.103601,3.695275,-1.820279,-1.323664,-1.971379,-1.491413,4.424994,1.01941,17.01914,16.12179,4.865215,-0.5162301,3.395621,7.560674,2.800914,4.314237,-1.195452,1.432992,5.091442,5.199575,1.685184,0.6010804,4.935981,2.240994,42.16481,2.539039,0.5999371,4.672077,-0.2811092,-0.7129903,0.9597486,4.102053,5.801117,1.09623,3.490583,0.6568286,2.394254,13.50709,10.74268,7.911148,24.19816,11.14443,2.022012,-1.68569,-0.2753666,2.295851,0.7409304,-0.8724657,6.163092,5.530876,16.75284,-1.546028,8.499895,1.26703,0.5869306,33.61089,1.150007,0.8247709,-1.49254,1.307756,1.674438,3.637298
3.19744,4.292222,0.9152276,0.914886,6.782177,1.446813,16.90155,4.384236,3.446512,8.180271,7.540655,3.56179,-0.2711146,-3.193809,-1.66125,0.9408249,0.489978,2.44656,3.153367,-3.440332,4.684146,17.24669,7.624466,9.161141,5.46838,0.3067367,3.309101,-1.102749,0.6962436,-0.7720852,-1.741555,6.12439,0.1493388,17.38216,16.72725,5.222702,-0.6548582,6.345198,6.764637,3.362553,5.351398,1.281902,-1.726251,2.77909,5.619139,1.224794,2.490398,3.689082,2.469235,40.23923,4.212325,-1.284919,0.4462897,-0.991224,-3.115812,3.031597,4.270335,4.824811,1.561646,4.463236,-0.5372599,-0.2312262,13.75226,12.37613,5.959633,22.61554,11.92132,0.6942014,-3.629138,-2.258989,1.193704,-0.6948589,0.07468777,5.318062,4.768224,15.00648,-0.2836178,7.280903,1.452877,1.18099,32.6286,1.547174,5.161046,-2.378807,-0.3138098,3.42172,3.637298
3.29736,7.454671,-0.6863822,-0.4079091,8.025396,0.8071368,17.70012,3.679972,0.8654112,6.8031,10.12872,3.183599,4.457636,-2.85818,-2.870356,-1.28487,-0.1465746,1.284166,3.263685,-0.265458,7.276193,17.51165,8.121398,11.14874,6.769497,0.01119193,5.061985,-1.862098,1.597481,1.507356,-1.513662,7.957456,2.031935,18.73252,16.87203,3.646547,-1.684962,5.626428,4.61954,3.081848,7.142232,-0.157325,-0.2534257,1.452795,4.225613,0.721436,1.274195,4.896472,1.59701,36.73886,2.870926,-0.6682951,3.353845,-1.242407,-1.716525,2.861433,2.583292,6.380244,1.473572,4.551764,0.243189,0.6761808,14.72576,13.03671,5.987484,20.19611,11.84474,0.7221648,-1.460892,-0.7744891,0.2784869,0.01041181,0.3605846,5.771641,4.411877,19.55181,0.08933263,6.5129,-0.03510936,-1.212432,32.12527,0.6935209,2.56916,-2.427831,-0.6701834,3.310671,3.637298
3.39728,7.429598,-1.624141,-1.894989,8.164036,0.06189962,18.14294,3.021513,-0.6312483,8.626213,10.51341,1.940155,5.798553,-3.999167,-2.372393,1.004834,0.638542,3.611038,2.017237,-2.358556,3.998016,14.97722,8.031986,11.3992,6.129761,1.338755,5.470413,-1.11076,2.256083,-0.7644817,-1.403976,9.427994,0.5494459,19.26133,23.35673,3.397372,1.308126,13.23171,4.221047,1.934636,4.208215,-0.1480633,-3.146384,2.194653,4.337171,0.7435996,1.074353,3.27511,2.710068,37.73397,4.357325,-1.268798,2.948709,-0.05381761,-1.037697,1.619729,2.192239,4.932808,-0.01868938,3.032238,0.1904132,2.16839,13.04945,12.63752,4.817548,18.81502,9.888675,0.9658886,-0.2991991,-0.5741587,0.5891455,-0.9615387,0.8851483,6.254009,4.401008,21.31678,-1.808169,5.367871,-0.2107226,0.1306099,29.63339,0.9072168,-0.5610298,0.1486232,0.7268631,4.377326,3.637298
3.4972,6.336836,-4.329846,0.03239671,7.103563,1.727202,18.34656,4.692627,-0.03829936,7.263558,9.866972,1.81381,3.565213,-5.833835,-2.656561,1.651349,-0.09273361,3.288144,2.104609,-3.893749,5.208675,15.30754,8.363385,13.68913,7.651884,-0.3644025,4.179516,-0.9231679,1.771717,0.9881217,-0.2811065,8.85052,0.2799768,19.27491,24.91972,3.898671,3.351619,13.49723,5.97665,0.7206141,3.793592,-0.8007465,-1.027251,2.944395,4.583435,1.033661,3.112679,3.750617,2.645878,37.63037,3.292195,0.2757152,1.259154,-0.6127564,-1.560513,2.870641,3.359278,6.240435,-0.5803694,3.803729,0.8254485,-0.2063646,11.23419,12.19578,5.640352,17.64077,9.015516,0.7973269,-1.800725,-1.216668,1.824401,-0.1032645,3.331566,7.311819,4.387701,22.06106,-0.6749108,6.162353,2.470424,0.9716935,30.69229,5.123515,2.183196,-3.109965,1.12271,4.31174,3.637298
3.59712,3.872949,-2.361781,-0.4164627,7.471344,0.8848523,15.58215,3.38145,0.5698433,7.062608,11.4633,3.88487,4.974045,-2.795465,-1.304626,3.331933,1.914449,1.10141,1.914623,-2.435692,6.173337,16.47027,7.088428,13.73388,10.41655,-1.736462,6.863101,-0.04023536,-0.08689041,-0.2362625,-0.9782506,6.528185,1.670779,15.67692,22.17881,2.288204,0.2453427,16.70799,4.458598,0.9458373,1.781899,-0.922372,2.173253,3.674463,3.337253,-0.3587183,1.463476,3.213919,3.677467,36.99464,3.056602,-0.5137222,2.526212,0.6315126,0.8048804,0.0242618,3.200121,8.020882,0.6187909,5.479933,-0.3508547,1.181485,12.14763,9.092768,5.611773,18.5499,8.204742,0.3023812,1.427331,-0.3060885,1.707025,-0.3890314,0.2242384,5.828234,4.197377,23.43594,-0.02657939,10.67578,1.761561,0.2802199,29.14249,2.60236,1.552324,-3.73584,0.8845247,3.863461,3.637298
3.69704,4.515934,-0.7339022,0.8129194,7.499398,2.596234,18.30795,2.659204,1.108085,6.277846,9.505632,1.569416,2.243962,-2.732374,-2.089779,1.865019,4.03965,0.8654816,1.95936,-2.331606,6.460179,17.90147,6.820202,13.63288,9.028972,-0.1801562,5.316411,-2.055811,-0.9950386,-1.563676,-1.321833,5.133386,0.2898202,17.1354,21.3146,3.94639,0.6899281,18.60776,5.501034,2.757406,2.073642,0.1031055,0.2337547,1.773655,4.748665,1.104015,2.319023,2.903831,3.407746,39.37267,2.896194,-0.4400164,3.650592,0.8391176,-1.319507,2.629119,3.763404,10.039,2.179281,5.161827,-0.5564864,0.4989363,11.27742,9.698666,6.521872,18.72195,9.09466,-1.063954,-1.490848,-0.2070935,0.3955036,-0.3251265,1.006904,5.868107,5.02144,21.97767,1.439873,12.07985,1.803914,1.564945,31.75502,0.9444468,1.111513,-4.935123,2.873787,2.152812,3.637298
3.79696,2.898399,-0.1519015,0.2597764,6.239758,1.044266,16.50614,4.844062,1.078387,5.89179,10.16679,1.621505,3.22747,-2.547275,-2.818039,0.9478108,1.923192,0.8006741,1.720914,-1.537097,5.916612,17.69819,7.502291,16.69975,8.048912,-1.028604,6.405172,-2.012469,2.555657,-0.4662625,-1.104734,6.402709,0.7097674,15.78868,19.74432,4.063016,1.211369,14.90216,4.020373,-0.09803788,0.1523774,-1.237814,0.2379097,1.322818,4.480639,0.4251969,2.463545,2.781938,5.059441,38.08494,2.118602,-0.3651236,3.111704,0.303252,-0.5539668,3.779157,3.477781,8.223658,-0.2792844,3.384036,-0.250065,-0.4271601,11.77069,8.38868,7.589283,18.88763,7.875224,1.134994,-2.383799,0.2399147,1.406818,-2.114971,1.233493,5.386545,5.479422,21.58688,-0.2381648,13.65566,0.3917585,0.3170335,34.85843,3.648046,1.240077,-2.621246,-0.509801,4.778659,3.637298
3.89688,3.223641,-1.138926,1.269124,5.865412,0.7039497,16.77525,3.185992,0.9892933,7.064067,13.8071,4.385945,3.507987,-0.686484,-2.431241,1.138672,3.890088,0.8476979,2.226712,-0.974996,5.41996,16.58415,6.705786,27.13158,7.91412,1.989723,4.987507,-1.854144,1.902885,0.7786101,-1.764766,6.678144,-0.2164132,16.03623,17.99982,3.260965,3.33567,15.5134,2.573941,1.894472,1.902553,-0.5391448,1.167395,-0.07526058,5.191678,0.5155922,1.576399,3.520619,3.921358,39.78989,2.558162,-0.1042498,3.74636,0.7781339,-0.7557029,3.339026,3.426932,7.678363,1.103668,5.569673,-0.8146313,1.221066,12.79014,7.839326,4.884231,17.34157,8.685091,0.3632827,-1.523481,-0.6262602,-0.5342542,-1.070387,3.229979,5.134811,4.825657,20.75348,1.527778,13.76264,1.631975,1.142904,32.4711,3.712014,2.509826,-1.230335,0.7948149,4.564538,3.637298
3.9968,1.720972,0.109225,2.709395,3.936206,0.9567993,14.72901,3.867229,0.6636121,4.418734,10.69119,6.779721,0.704905,-2.493969,-2.888422,1.055104,5.787774,-0.7973027,0.2758219,-2.724651,4.897438,20.20192,6.350811,29.00259,8.909063,1.76211,5.210755,0.5539807,-0.1731643,1.08278,-1.741527,1.674068,1.784255,17.37506,16.20124,5.20769,2.344745,13.56114,6.303434,2.959936,0.04937617,-0.524504,-0.9557306,2.341966,4.240558,0.4440404,3.139147,2.212903,4.197518,39.45055,3.152866,1.035612,5.983371,0.4645703,0.6099287,0.2225128,5.297769,9.086077,0.8981408,6.189792,-0.3680272,1.709868,11.42325,8.050085,8.325952,19.02258,9.433462,1.775642,-0.6377671,-0.4999326,0.7980113,-1.165462,1.776571,6.323747,6.873825,19.68846,2.078517,14.83469,0.1776614,2.563985,36.68612,2.526593,0.8448265,-2.452921,2.625587,4.470611,3.637298
4.09672,0.2570334,1.646261,4.0494,4.109179,1.203513,15.59991,4.68007,0.7553174,6.205388,11.14364,6.971522,0.2393776,-2.431585,-2.758067,0.1235929,6.912846,0.3247544,-0.08126424,-3.277799,5.132255,21.15111,6.547766,26.89396,9.064991,1.981818,5.711807,1.251465,0.6006862,1.970011,-1.854742,1.417028,1.161494,17.06189,14.52298,4.45607,2.116631,12.41846,6.659842,3.829618,0.6214232,-0.8082408,-0.5946347,1.466835,4.782764,0.8206841,3.970571,3.30835,2.76985,38.37791,3.155313,0.1916575,4.41328,1.436963,-1.267915,1.685857,6.654758,8.421568,-0.02541654,8.050757,-0.2154287,0.9299636,11.25572,6.770129,7.898702,19.63556,8.219186,2.058834,-0.9378045,-0.1483194,2.058211,-1.293229,1.568431,5.961266,6.710173,16.72904,3.241965,13.92266,0.8495105,0.9502618,35.84146,3.659329,2.705061,-0.7391459,2.39355,3.861841,3.637298
4.19664,3.193469,1.600571,0.2877784,4.406425,0.6916224,15.14365,1.392207,0.1250328,5.234455,14.88013,13.15897,4.028166,-0.3319269,-1.221465,3.108931,3.912781,0.7885153,2.006966,-1.333091,4.910012,19.09273,7.893173,25.82564,8.044699,1.953093,5.6222,2.646996,2.292529,2.779185,-0.853999,5.750808,-0.4975675,16.93505,15.04659,4.594109,3.184506,13.01019,2.41622,2.708555,2.930198,0.2924431,-2.050688,0.3215965,4.478304,0.8861772,1.835449,3.292638,3.353989,39.33212,2.855443,1.441746,5.29201,0.5280642,-1.47924,2.781038,5.592607,6.957725,-0.4570321,7.053986,0.2113611,4.5802,9.645383,9.290121,5.53042,18.57713,7.757721,1.77951,-0.9253471,1.224044,-0.1853113,1.513062,2.841148,5.830023,5.376047,19.59756,5.116328,13.30912,1.327173,0.249389,33.33319,2.829985,0.6103363,0.1460977,4.191815,3.35254,3.637298
4.29656,1.463484,3.731805,0.1253548,3.472133,1.117707,15.01763,3.68213,0.7076405,4.779765,11.68262,14.64498,3.627266,-0.743737,-1.331514,2.66129,6.307576,-0.8975222,0.525254,-2.231993,4.263971,21.65274,6.038455,22.70496,6.976947,1.56939,5.427822,0.7729027,3.12198,3.130867,-1.714013,3.995933,1.657885,17.84299,14.75642,3.560499,4.457905,10.08311,4.712209,1.670458,0.8400669,-1.04774,-1.246126,1.937403,4.509522,1.028819,3.39714,1.646585,2.951663,37.48682,1.829795,0.2972009,3.054329,0.4049402,-2.387845,2.24176,4.707971,7.795838,-1.05062,6.448605,-0.0919081,2.326705,9.933192,9.324356,5.278905,18.25524,8.976914,1.762472,-2.707846,-1.228421,0.7415596,0.4609535,1.19152,5.127026,4.570239,18.59466,7.370592,11.41953,0.7993135,0.4408717,33.06733,2.029619,1.362887,-0.08205455,1.811434,3.323475,3.637298
4.39648,2.526274,2.208569,1.112039,3.094766,2.304532,13.87103,3.434363,1.365583,3.68339,12.11461,15.2152,6.361542,-0.3979788,-2.84956,2.733218,6.078903,-1.17942,0.1976718,-2.458319,6.188118,21.64341,7.120319,22.24301,8.098097,2.766324,5.829136,0.7218525,1.22176,1.832303,1.238711,5.287831,1.609648,17.57027,13.76259,4.846574,6.337951,10.40699,4.365754,2.682321,0.8088048,0.8867456,-0.8400401,3.290914,3.797261,0.4091216,2.671126,4.630876,3.004279,38.34911,2.656741,-0.1951823,4.148921,-0.4361364,-2.486413,0.06272698,5.176342,7.516433,0.1691429,4.17877,-1.114969,2.9505,10.74891,10.83601,4.059099,16.70231,7.414491,0.218826,-2.106318,-1.194776,0.08546314,0.4725251,1.071298,4.523934,4.254226,19.08614,6.540141,12.55214,-1.101439,0.1124372,30.29689,2.04453,1.532437,-0.3308331,1.431,3.686697,3.637298
4.4964,4.237137,1.923357,-3.224956,4.737925,2.694712,15.10499,1.864444,0.496034,5.181913,13.19639,13.86029,4.695597,-1.890928,-2.192568,3.623404,4.61512,-0.2964697,0.8193616,-3.540153,5.457024,19.14096,7.298368,20.35256,7.182675,0.5703719,4.079242,1.413122,1.460479,3.168885,-0.3084918,9.026579,1.981233,19.07476,13.09485,3.656134,3.538539,10.93097,5.897999,0.7883958,0.2647339,2.201661,0.1075802,-0.269985,4.562696,0.3620456,2.486891,3.438707,1.995376,34.36359,3.234514,-0.170773,3.972558,0.4913682,-0.5111427,4.326414,4.440106,7.378772,0.09532059,7.852265,0.02406595,3.730285,10.36287,10.43131,4.017367,16.80869,8.239212,0.9342254,-1.199878,-0.9430772,0.2257714,-0.3849143,2.597148,6.289711,4.163813,16.24552,3.062687,9.79394,0.6288196,0.7615277,29.86864,2.091481,1.866543,-1.625299,0.01681126,2.650066,3.637298
4.59632,2.645268,1.919567,-0.670723,2.768279,2.03325,14.0165,3.650004,2.969709,3.133001,12.53423,13.93087,6.401858,-1.64318,-2.357667,0.8728905,4.180306,0.3591155,0.4562003,-1.697189,5.220714,20.32067,9.21202,18.80226,7.384712,1.898463,7.349045,0.7112855,1.626034,1.738073,0.4948657,9.569754,0.7574501,20.99393,14.4685,4.809126,4.563779,9.555373,4.86927,1.918571,1.621268,1.757295,-0.3587318,2.805523,5.9226,0.4344572,1.347023,3.515738,1.981048,35.95775,2.659189,-0.4458198,4.208561,0.2814075,-0.6034559,2.274074,5.423408,7.2145,-0.3545529,5.211062,0.1041104,1.721394,13.08321,9.693943,4.581849,16.42007,6.511801,0.9659737,0.1458953,-1.216463,-0.2655918,0.8930861,1.387845,5.638163,4.752324,20.14155,3.867273,9.313427,-1.17786,0.9147733,29.8563,1.495977,0.9080852,-2.694192,1.607037,4.527909,3.637298
4.69624,2.920045,-1.935047,-0.2622003,3.901381,0.7905681,13.45903,3.52159,0.9588357,2.764936,11.85104,10.97353,5.714484,-3.131954,-1.951368,2.711907,2.150766,-0.1209721,1.609121,-2.922682,4.918969,19.37893,7.515128,18.71022,8.468421,3.31512,7.589486,1.309201,2.008839,3.852049,-0.03920556,7.66349,2.004915,21.73091,16.60971,4.949282,5.460795,7.766132,3.774439,3.836195,0.8959082,1.323564,0.7606317,1.728071,3.384835,0.08933648,3.104267,3.344075,3.439091,34.05264,3.896791,-0.2767292,4.261641,0.5316176,-0.1104324,1.263739,4.357718,6.153417,-0.7228659,5.978435,0.01420204,1.143246,10.98291,9.823586,5.10871,14.05825,7.672045,1.607034,-0.7834982,-0.3293129,0.440861,-1.325096,2.643885,5.624372,4.77031,17.9797,4.559676,9.213353,1.698856,1.360647,29.26487,1.22405,2.811754,-3.620082,0.2399432,4.00707,3.637298
4.79616,2.950274,0.6745084,0.08064306,3.249509,2.64588,14.41888,4.349079,0.9535261,4.155811,14.0477,12.2621,5.201509,-4.056861,-3.205954,4.572202,0.9928813,0.708931,0.714287,-4.000571,5.753949,19.20908,5.716488,22.50697,8.741168,0.8503426,8.260812,2.944144,2.700708,3.664883,0.9532506,7.005146,0.8499284,21.31571,18.1313,2.753906,4.378166,8.704215,3.253387,1.801495,0.2762558,1.002432,1.922299,2.158825,6.206338,1.168258,2.711043,4.488043,2.649459,33.79195,3.630543,0.1737156,4.05572,0.9898461,-1.383255,0.8778358,2.633809,7.879583,0.7178221,4.364969,-0.5509321,3.997097,11.16082,8.902682,5.688218,15.36938,7.922795,1.568644,-0.6591133,0.2972218,-0.5043879,0.7435443,2.556184,6.05599,5.092264,18.9313,5.391164,9.452341,2.420031,-1.563945,27.27291,1.932684,0.7955491,-3.457945,-1.760943,4.912405,3.637298
4.89608,3.19477,1.227848,-2.628496,4.132356,3.364635,13.38021,3.249182,-0.6237153,3.081128,14.18564,12.83531,5.019466,-3.238105,-2.638216,4.553242,2.652947,0.6386982,-0.4329864,-3.007865,5.091019,17.75533,3.651986,20.49998,9.316799,-0.5224607,7.161794,1.777408,2.34435,3.57414,-0.06125996,11.60519,1.904557,20.76585,19.83771,2.252706,3.203254,8.075227,4.563306,2.271348,1.319491,0.111942,-1.274692,2.61454,3.040921,1.30942,3.433571,3.782052,3.777788,34.52748,3.388321,1.041988,2.191114,-0.2956779,-0.8761177,2.17705,3.219071,7.58858,0.4168778,6.202485,3.235215,3.275614,10.5447,7.710137,5.064838,14.88646,8.22103,0.5504189,0.3154077,-0.7603198,0.9193351,0.4667113,0.9466079,7.052971,4.639494,17.9512,4.270006,11.80068,-0.4762728,0.5140289,29.04105,-1.097733,0.9405138,-4.606271,0.941789,4.973032,3.637298
4.996,2.193248,2.435325,0.8985931,3.988582,2.423044,12.46599,4.17577,-1.229304,5.36087,11.36387,10.66297,5.321084,-1.948183,-2.291684,4.742035,4.234088,0.8199162,-0.9501086,-2.341256,5.770435,20.91765,4.812274,21.61194,7.706585,-0.08183472,8.003109,2.794063,-1.032931,3.067784,0.2458593,12.30784,3.011761,18.82914,21.83857,3.164223,4.301936,9.538821,4.274245,2.988308,2.150199,0.364455,-0.04000444,1.978036,5.342566,-0.6220016,1.838555,3.630282,4.500512,34.29136,3.20781,-0.2443531,3.337645,0.1055656,-0.5033259,0.5738096,3.328211,7.393227,-0.1832341,4.755069,3.615128,3.891481,11.47043,8.587253,4.925546,13.43059,6.868705,0.8874596,-0.7705937,-0.3796995,0.6127751,-0.1752062,0.04322829,6.494613,4.657371,17.51718,2.996881,7.969758,0.2522096,-0.5670097,28.13629,0.2722763,1.821429,-2.269451,1.129068,4.796981,3.637298
5.09592,0.9240593,1.520932,-0.8046867,2.667992,2.262918,11.44714,5.276146,0.5675029,2.547143,11.75645,10.60366,2.385744,-3.927693,-1.625466,2.190435,3.623885,1.42396,0.02470621,-3.947222,3.690456,18.18229,3.229709,18.23598,8.800287,-0.875734,7.806983,3.481796,1.156103,3.158899,-0.4896189,9.238149,1.616868,20.7282,22.09339,1.00801,3.354781,8.490694,4.426537,2.210133,-0.08067863,0.006300584,-1.686077,0.3423254,4.526119,0.7788858,1.182446,4.079226,3.384289,35.17611,4.080644,-0.2370831,4.180993,-0.6075863,-0.06661639,3.527615,4.30899,7.439336,0.4673211,5.005402,2.52316,3.981273,11.05121,7.773978,6.375673,14.30403,8.329249,1.406207,-0.01565746,0.2629845,0.2188773,0.340574,0.8052245,5.657217,5.620946,19.73727,3.510078,8.345754,-1.957564,0.990125,27.60143,-2.404347,3.464428,-5.311883,3.220568,2.169997,3.637298
5.19584,4.616384,-0.9422947,-2.042279,1.609485,1.16425,12.75537,3.958836,2.476404,5.020317,11.52211,12.24393,4.278548,-3.619262,0.1972309,4.343984,2.263428,0.359035,3.455068,-2.836624,3.013332,19.65762,4.393431,17.76755,6.123657,1.179901,7.115673,0.5899697,1.172178,3.94429,0.1600656,10.96391,1.535664,21.36936,21.93576,1.269174,0.9904434,8.573789,2.101226,2.01831,0.7079436,0.9834187,-0.4115219,2.039386,3.09207,0.9986159,3.056983,2.025539,3.40948,33.11055,3.942129,0.08502865,2.848963,0.331799,0.577201,4.015013,3.631255,9.357135,-0.8279276,5.046278,1.915133,3.17167,10.2614,7.325407,6.061017,14.57618,7.391189,-0.2170091,0.5075845,-1.731218,1.728243,0.07306273,0.4094628,5.405781,5.218834,21.848,3.324394,8.151953,-0.9416255,0.2820201,25.52433,-0.574766,1.056913,-4.37918,1.598056,2.969098,3.637298
5.29576,2.590938,0.7482521,-0.6852379,3.860848,0.8642374,12.70335,6.895449,-0.3698686,2.479965,11.47259,10.97605,3.437012,-1.995908,-1.749588,2.302619,2.125708,0.8115552,0.356695,-2.143623,4.496214,19.86233,4.355158,22.7729,7.015759,2.215203,8.097875,1.895593,0.1126917,1.557566,-0.227004,8.384988,1.253772,19.36333,23.91879,3.446436,3.955994,9.363365,2.308022,1.584799,0.3533826,-0.7301167,1.07834,2.516345,5.273659,1.007354,3.242878,2.939508,6.331126,33.25588,3.953645,-0.1282242,2.522288,0.1553492,1.59016,1.43326,5.543984,7.93419,-0.2012786,6.640001,1.988567,3.005855,14.33652,5.426059,6.274376,14.21739,7.806814,1.13607,0.9960245,-0.9899254,1.290033,0.2435954,1.076217,5.350096,4.637331,25.6062,2.874824,7.912149,0.894276,1.535953,26.61287,0.7861704,0.6420671,-7.754856,1.611389,4.262826,3.637298
5.39568,1.887611,0.07952936,-0.9351569,5.950793,3.136806,13.31845,6.051803,0.1951812,3.614331,12.97682,10.76361,5.049961,-2.527655,-1.319367,2.656802,3.687227,0.406917,1.632272,-1.035902,3.757788,18.25876,4.944856,25.56894,9.257305,1.113768,9.142404,0.5860541,2.075929,2.970861,0.7127849,10.64331,2.03094,19.87618,22.42052,0.5547455,3.040914,12.88364,2.749782,4.004336,1.542146,1.671326,-1.484535,-0.04886742,4.635233,0.2569762,2.482435,3.817601,8.331614,32.2122,2.92323,0.7789222,4.717579,0.6178501,1.228819,2.707065,4.679597,6.094619,-1.551397,5.986435,1.64482,3.278674,12.21639,6.663068,7.10442,12.99011,7.238661,0.451405,0.7554279,-0.9306989,0.8614966,-0.2552031,0.7347414,4.781724,4.859323,27.03569,5.871922,8.842784,-0.7686281,-0.9983956,26.53561,1.60187,1.260944,-4.015866,1.273274,3.718167,3.637298
5.4956,2.506905,2.24833,-1.723727,5.091835,1.51284,11.066,6.616274,-0.1936785,3.147961,10.38276,9.462736,1.888026,-3.227151,-2.034945,3.802527,4.086433,1.194369,0.2334458,-0.9452446,4.141226,18.09998,5.173825,23.79546,7.84916,-0.03079976,7.026257,1.498762,0.1246336,2.931266,0.4279065,7.879402,0.351236,21.62987,21.24896,3.808089,4.41907,16.04706,4.963205,0.8283868,0.5827479,0.6924934,1.079909,0.2495692,5.185844,1.17998,4.538264,4.562152,8.516002,30.98851,3.897496,-0.2246938,2.797319,-0.04064802,-1.455833,1.304555,5.065041,7.060279,-0.5487906,5.006372,2.516169,2.745803,11.07147,7.303249,6.778087,14.28237,7.877193,0.9604141,-0.2880458,-0.6266063,1.229297,-0.5910326,1.324284,4.966916,4.721098,24.087,4.968868,10.83367,-0.1511196,0.6392999,23.53553,2.32946,-0.3849888,-3.735844,-0.8477514,4.513709,3.637298
